,Names,Series_Amount,Series_Date,Series_Type
2998,Tri-Alpha-Energy,"$40,000,000","May 21, 2007",Series_C
3001,Wrightspeed,"$6,500,000","Apr 11, 2013",Series_C
3002,Tracevector,"$25,000,000","Aug  5, 2014",Series_C
3005,YottaMark,"$8,000,000","Nov 12, 2009",Series_C
3006,Cebix,"$30,900,000","Oct 18, 2012",Series_C
3009,Copan-Systems,"$17,500,000","Mar  8, 2006",Series_C
3011,OrthoHelix-Surgical-Designs,"$14,000,000","Apr 12, 2010",Series_C
3012,Mobile-Posse,"$5,000,000","Jun 25, 2012",Series_C
3013,Misfit,"$40,000,000","Dec  2, 2014",Series_C
3015,Aurora-Biofuels,"$15,000,000","Mar 17, 2010",Series_C
3016,Yottaa,"$16,000,000","Jul 10, 2013",Series_C
3024,Reflect-Systems,"$9,000,000","Mar 21, 2005",Series_C
3026,Searchandise-Commerce,"$7,500,000","Jul 29, 2008",Series_C
3028,uzabase,"$4,500,000","Aug 29, 2014",Series_C
3032,PermissionTV,"$9,000,000","Jun  1, 2007",Series_C
3034,High-Street-Partners,"$6,300,000","Aug 10, 2011",Series_C
3038,Getglue,"$6,000,000","Jan  1, 2010",Series_C
3040,Magisto,"$13,000,000","Oct 29, 2013",Series_C
3042,SearchMe,"$12,000,000","Jun  1, 2007",Series_C
3043,Baynote,"$13,000,000","Jan 12, 2011",Series_C
3045,Wetpaint,"$25,000,000","May 19, 2008",Series_C
3047,World-of-Good,"$1,100,000","Jan  5, 2009",Series_C
3048,Greentech-Media,"$825,000","Aug 13, 2009",Series_C
3050,OpVista,"$28,000,000","Jun 22, 2006",Series_C
3055,Quarri-Technologies,"$2,300,000","Nov 20, 2013",Series_C
3057,Sympoz,"$35,000,000","Dec 19, 2013",Series_C
3060,Alert-Logic,"$8,250,000","Mar  4, 2008",Series_C
3061,Kyruus,"$25,000,000","Sep 17, 2015",Series_C
3062,Kythera-Biopharmaceuticals,"$30,000,000","May 19, 2008",Series_C
3064,Naurex,"$25,000,000","May  6, 2014",Series_C
3065,Fuhu,"$21,500,000","Feb  1, 2010",Series_C
3070,Panzura,"$15,000,000","Jun 19, 2012",Series_C
3071,Tetraphase-Pharmaceuticals,"$45,000,000","Jun  1, 2010",Series_C
3072,Kosmix,"$10,000,000","Dec 28, 2007",Series_C
3073,WorldMate,"$8,000,000","Oct 29, 2008",Series_C
3077,Sentilla,"$15,000,000","Aug 15, 2011",Series_C
3078,Shubham-Housing-Development-Finance-Company,"$20,000,000","Sep  9, 2014",Series_C
3079,AdXpose,"$3,000,000","Apr  4, 2011",Series_C
3080,KIXEYE,"$18,000,000","Aug  3, 2011",Series_C
3081,SOL-REPUBLIC,"$27,500,000","Mar 28, 2014",Series_C
3084,Trifacta,"$25,000,000","May 29, 2014",Series_C
3085,NextNine,"$10,000,000","Sep 27, 2006",Series_C
3089,CiraNova,"$4,000,000","Oct 24, 2006",Series_C
3091,Zing-Systems,"$13,000,000","Dec  1, 2006",Series_C
3093,BioSeek,"$10,000,000","May 23, 2007",Series_C
3095,Akorri-Networks,"$15,000,000","Sep 10, 2007",Series_C
3099,Amprius,"$30,000,000","Jan  6, 2014",Series_C
3101,LifeBond,"$20,000,000","May 23, 2011",Series_C
3102,Health-Guru,"$3,200,000","Oct 21, 2009",Series_C
3106,BuzzFeed,"$15,500,000","Jan  9, 2012",Series_C
3109,BlogHer,"$7,000,000","May 14, 2009",Series_C
3114,Overtone,"$7,000,000","Apr 19, 2010",Series_C
3119,Power2SME,"$6,800,000","Sep 15, 2014",Series_C
3122,Adometry,"$6,000,000","Jun 30, 2010",Series_C
3123,Kewego,"$6,200,000","Jan 19, 2009",Series_C
3124,1stdibs,"$15,000,000","Jan 24, 2014",Series_C
3125,VaxInnate,"$40,000,000","Oct 25, 2006",Series_C
3126,RealPage,"$13,612,500","Feb 22, 2008",Series_C
3127,GreenVolts,"$39,000,000","Jun 29, 2011",Series_C
3128,TerraGo-Technologies,"$5,500,000","Mar 19, 2013",Series_C
3135,SeeChange-Health,"$15,000,000","Jan  7, 2013",Series_C
3138,Molecular-Imprints,"$17,000,000","Sep 21, 2005",Series_C
3140,Outbrain,"$11,000,000","Feb 14, 2011",Series_C
3141,Northern-Power-Systems,"$37,000,000","Sep 25, 2008",Series_C
3142,T-RAM-Semiconductor,"$40,000,000","Apr 20, 2005",Series_C
3143,iRobot,"$13,000,000","May 30, 2003",Series_C
3144,PNP-Therapeutics,"$673,000","Jun 27, 2012",Series_C
3146,BDNA,"$12,500,000","Apr 19, 2005",Series_C
3147,Luca-Technologies,"$75,900,000","Dec 23, 2008",Series_C
3148,Conformia-Software,"$12,300,000","May  4, 2007",Series_C
3150,Carbylan-BioSurgery,"$6,000,000","Jan  3, 2013",Series_C
3151,Appirio,"$10,000,000","Feb 25, 2009",Series_C
3152,Globaltranz-Logistics,"$40,000,000","Sep  8, 2014",Series_C
3156,Intelepeer,"$18,000,000","Nov 11, 2008",Series_C
3157,Advanced-ICU-Care,"$2,000,000","Jan  6, 2010",Series_C
3159,Coraid,"$50,000,000","Nov  3, 2011",Series_C
3162,viagogo,"$30,000,000","Aug  1, 2007",Series_C
3163,Verastem,"$20,000,000","Nov 11, 2011",Series_C
3168,Zillow,"$30,000,000","Sep  1, 2007",Series_C
3171,Sequoia-Communications,"$15,000,000","Jun  2, 2009",Series_C
3172,Transera-Communications,"$10,000,000","Nov  1, 2006",Series_C
3174,LogRhythm,"$10,000,000","Mar 30, 2011",Series_C
3176,Open-Road-Integrated-Media,"$11,000,000","Aug 19, 2013",Series_C
3178,Brightpearl,"$10,000,000","Apr 28, 2014",Series_C
3179,Vitrue,"$17,000,000","Feb 17, 2011",Series_C
3180,neohapsis,"$4,900,000","Jun 28, 2013",Series_C
3181,Ecrio,"$24,000,000","Sep 19, 2007",Series_C
3183,Vocalocity,"$9,500,000","Aug 29, 2011",Series_C
3187,Movik-Networks,"$25,000,000","Mar 31, 2011",Series_C
3190,ITIS-Holdings,"$2,500,000","Aug 16, 2007",Series_C
3191,Servergy,"$20,000,000","Nov 11, 2013",Series_C
3201,InMage-Systems,"$15,000,000","Sep 24, 2008",Series_C
3202,Conviva,"$15,000,000","Sep 15, 2010",Series_C
3203,Talari-Networks,"$5,000,000","Jun 13, 2013",Series_C
3205,Ace-Metrix,"$8,000,000","May 29, 2012",Series_C
3206,Zebra-Imaging,"$5,900,000","Oct 24, 2006",Series_C
8,Lumos-Labs,"$31,500,000","Aug 22, 2012",Series_D
11,Health-Guru-Media,"$6,000,000","Jun 29, 2011",Series_D
12,Madhouse-Media,"$5,000,000","Jun  1, 2010",Series_D
32,Newforma,"$5,100,000","May 18, 2013",Series_D
40,Metabolon,"$13,100,000","Aug 29, 2011",Series_D
42,NABsys,"$35,000,000","Mar 13, 2013",Series_D
52,Teneros,"$40,000,000","Jan  1, 2008",Series_D
78,Digabit,"$1,300,000","Jan  5, 2013",Series_D
85,Superfish,"$10,000,000","Aug  1, 2013",Series_D
89,Scale-Computing,"$12,000,000","Oct 24, 2012",Series_D
93,ScrollMotion,"$5,000,000","Dec 27, 2013",Series_D
96,BelAir-Networks,"$21,400,000","Oct  2, 2006",Series_D
98,Ifbyphone,"$9,000,000","Jan  9, 2014",Series_D
106,OpenX,"$20,000,000","May 31, 2011",Series_D
111,Procore-Technologies,"$15,000,000","Jun 11, 2014",Series_D
114,AngioSlide,"$6,300,000","Jan  3, 2013",Series_D
142,Imperva,"$20,000,000","Apr  8, 2008",Series_D
171,QuantiaMD,"$4,600,000","Mar 30, 2009",Series_D
210,Become,"$8,000,000","Jul 17, 2008",Series_D
211,Echonest,"$17,300,000","Jul 12, 2012",Series_D
250,Liquid-Robotics,"$22,000,000","Jun  7, 2011",Series_D
265,Silverlink-Communications,"$2,000,000","Jan 31, 2012",Series_D
270,Guardian-Analytics,"$14,100,000","Jun 21, 2011",Series_D
292,StrikeIron,"$5,500,000","Mar 23, 2009",Series_D
309,Zend-Technologies,"$20,000,000","Aug 28, 2006",Series_D
318,Aternity,"$13,000,000","Oct 11, 2011",Series_D
328,Seatwave,"$17,000,000","Jun  1, 2009",Series_D
347,Liquid-Machines,"$10,000,000","Feb  4, 2008",Series_D
354,RGB-Networks,"$20,000,000","Apr  1, 2008",Series_D
375,THERAVECTYS,"$18,900,000","Oct 16, 2013",Series_D
377,Gather,"$5,300,000","Jun 14, 2009",Series_D
384,Vyatta,"$12,000,000","Nov 15, 2011",Series_D
388,Qosmos,"$28,500,000","Sep  8, 2011",Series_D
391,Glasshouse-Technologies,"$38,000,000","Dec  1, 2004",Series_D
392,Gemvara,"$25,000,000","Jun  4, 2012",Series_D
394,Relievant-Medsystems,"$30,000,000","Mar 28, 2012",Series_D
396,Oqo,"$20,000,000","Nov 16, 2005",Series_D
401,WideOrbit,"$10,000,000","Oct 20, 2008",Series_D
412,ChaCha,"$16,000,000","Jun  1, 2009",Series_D
414,Sprinklr,"$40,000,000","Apr 29, 2014",Series_D
427,iCopyright,"$2,600,000","Jan  4, 2012",Series_D
428,Vasopharm,"$6,000,000","May  4, 2009",Series_D
441,Streetline,"$10,000,000","Jul  1, 2014",Series_D
443,Sylantro,"$4,500,000","Nov  1, 2003",Series_D
454,Drobo,"$15,000,000","Sep  2, 2008",Series_D
485,KuponGid,"$100,000","Aug 29, 2013",Series_D
487,Zoosk,"$30,000,000","Nov 25, 2009",Series_D
500,Vertos-Medical,"$15,500,000","Jan 17, 2010",Series_D
514,ZoomSystems,"$35,000,000","Oct  1, 2006",Series_D
526,Sequent-Medical,"$20,000,000","Apr  8, 2014",Series_D
527,Tapjoy,"$30,000,000","Jul  5, 2011",Series_D
537,HemoShear,"$4,000,000","Oct 24, 2012",Series_D
544,Applause,"$17,000,000","Dec  5, 2011",Series_D
564,Memento,"$10,000,000","Nov  5, 2008",Series_D
572,BetterCloud,"$25,000,000","Mar 26, 2015",Series_D
579,Bluestreak-Technology,"$20,000,000","Oct 11, 2007",Series_D
584,Coskata,"$23,700,000","Jul 26, 2010",Series_D
586,MarkLogic,"$12,500,000","May 26, 2009",Series_D
599,Eightfold-Logic,"$1,000,000","Nov 21, 2012",Series_D
600,ESTECH,"$8,500,000","Dec  7, 2010",Series_D
606,Savingstar,"$9,100,000","Apr  5, 2013",Series_D
621,Quantance,"$12,000,000","Apr 10, 2013",Series_D
627,Kaminario,"$25,000,000","Jun  7, 2012",Series_D
633,Threatmetrix,"$18,000,000","Mar 26, 2012",Series_D
654,Silver-Peak-Systems,"$21,000,000","Jan 15, 2008",Series_D
660,RightScale,"$15,600,000","Feb 12, 2013",Series_D
664,VaST-Systems-Technology,"$12,000,000","Jul 24, 2007",Series_D
666,MUBI,"$15,000,000","Dec 31, 2014",Series_D
668,Chukong-Technologies,"$50,000,000","Oct 18, 2013",Series_D
672,Instantly,"$15,000,000","Jul 15, 2013",Series_D
679,JackBe,"$5,000,000","Dec 16, 2008",Series_D
683,Yext,"$10,000,000","Jul 28, 2011",Series_D
684,SenSage,"$5,000,000","Apr 11, 2007",Series_D
690,Alfresco,"$45,000,000","Aug 21, 2014",Series_D
691,Ozmo-Devices,"$10,778,000","May 25, 2010",Series_D
697,Xeround,"$4,000,000","Oct 15, 2012",Series_D
712,Appcelerator,"$22,000,000","Aug 25, 2014",Series_D
716,Gigaom,"$2,500,000","Oct 22, 2010",Series_D
721,Nimble-Storage,"$25,000,000","Jul 14, 2011",Series_D
737,CircuLite,"$30,000,000","Nov 30, 2011",Series_D
740,Whaleback-Systems,"$122,200","Apr  5, 2010",Series_D
743,SynCardia-Systems,"$10,300,000","Jun 24, 2009",Series_D
766,Ceregene,"$11,500,000","Nov 11, 2010",Series_D
793,Cobalt-Technologies,"$20,000,000","May  2, 2011",Series_D
803,Experience-Project,"$4,000,000","Nov  5, 2013",Series_D
815,Atlantis-Computing,"$20,000,000","May 15, 2013",Series_D
850,ConnectEdu,"$7,000,000","Nov 15, 2010",Series_D
851,Intelliworks,"$2,300,000","Apr 24, 2009",Series_D
855,GreenRoad-Technologies,"$15,000,000","May 28, 2009",Series_D
858,SpaceClaim,"$17,000,000","Sep 15, 2010",Series_D
862,Skylight-Healthcare-Systems,"$5,000,000","Sep 19, 2012",Series_D
883,Carbon-Design-Systems,"$5,000,000","Sep 14, 2006",Series_D
894,RingCentral,"$10,000,000","Sep  8, 2011",Series_D
902,Quickoffice,"$7,000,000","Feb  5, 2007",Series_D
917,Edmodo,"$30,000,000","Jul  1, 2014",Series_D
921,Virtual-Instruments,"$27,500,000","Sep 26, 2012",Series_D
924,BountyJobs,"$4,500,000","Oct 21, 2013",Series_D
929,Tobii-Technology,"$15,000,000","Aug 14, 2014",Series_D
930,The-Feedroom,"$5,000,000","Apr 27, 2004",Series_D
931,Orbotix,"$20,000,000","May  5, 2014",Series_D
961,Moda-Operandi,"$21,600,000","Dec 27, 2013",Series_D
962,ContextWeb,"$26,000,000","Jul 20, 2008",Series_D
967,Business-Insider,"$3,000,000","Jul 28, 2010",Series_D
973,AqueSys,"$43,600,000","Jan 16, 2014",Series_D
974,LevelUp,"$9,000,000","Aug  2, 2012",Series_D
979,Act-On-Software,"$16,000,000","Sep  5, 2012",Series_D
985,CoMentis,"$20,000,000","Jun  5, 2008",Series_D
987,Guardium,"$6,300,000","May 17, 2006",Series_D
989,Aylus-Networks,"$16,000,000","Jun 15, 2011",Series_D
991,SurgiQuest,"$7,500,000","Dec  5, 2012",Series_D
994,Centrify,"$16,000,000","Aug 17, 2011",Series_D
999,BVI-Networks,"$30,000,000","Jul  8, 2014",Series_D
1017,HelloFresh,"$50,000,000","Jun 18, 2014",Series_D
1024,Anulex,"$10,200,000","May 26, 2009",Series_D
1041,BridgeWave-Communications,"$10,000,000","Jun 25, 2008",Series_D
1045,Tervela,"$18,000,000","Sep 15, 2009",Series_D
1048,Coupa-Software,"$12,000,000","Feb 15, 2011",Series_D
1070,Tempo-Payments,"$2,700,000","Aug 10, 2009",Series_D
1074,Adesto-Technologies,"$14,000,000","Sep 11, 2012",Series_D
1075,QD-Vision,"$22,000,000","May 24, 2011",Series_D
1077,Meetup,"$7,500,000","Jul 23, 2008",Series_D
1087,Unidesk,"$10,250,000","Feb 24, 2014",Series_D
1109,Credit-Sesame,"$16,000,000","May 12, 2015",Series_D
1124,Virtual-Iron-Software,"$13,000,000","Nov  6, 2007",Series_D
1135,Lattice-Engines,"$28,000,000","Jun 10, 2015",Series_D
1140,Altobeam,"$6,000,000","May 14, 2012",Series_D
1141,Brightedge,"$42,800,000","Jun 11, 2013",Series_D
1161,eMeter,"$11,790,000","Apr 23, 2007",Series_D
1166,App-Annie,"$55,000,000","Jan 13, 2015",Series_D
1191,Aicent,"$3,000,000","Sep  3, 2008",Series_D
1206,Athenix,"$10,000,000","Jul 23, 2008",Series_D
1207,TxVia,"$27,500,000","Oct 26, 2010",Series_D
1210,FireHost,"$12,000,000","Jun 12, 2013",Series_D
1219,CeNeRx-BioPharma,"$4,600,000","Feb  3, 2012",Series_D
1230,Akimbo,"$8,000,000","Feb 29, 2008",Series_D
1246,Arteris,"$9,700,000","Dec  6, 2009",Series_D
1249,Calient-Technologies,"$19,400,000","Oct 15, 2011",Series_D
1251,Vindicia,"$7,500,000","Jul 13, 2009",Series_D
1252,Gene-Security-Network,"$20,000,000","Jan  6, 2012",Series_D
1272,OpTier,"$47,500,000","Sep 23, 2008",Series_D
1283,Sonoma-Orthopedics,"$22,000,000","Feb 14, 2011",Series_D
1290,Pubmatic,"$32,000,000","Jun  6, 2012",Series_D
1294,AlienVault,"$26,500,000","Sep  5, 2013",Series_D
1296,foodpanda,"$60,000,000","Aug 11, 2014",Series_D
1300,Fulcrum-Microsystems,"$16,800,000","Mar  2, 2007",Series_D
1342,Neato-Robotics,"$12,200,000","Apr 19, 2012",Series_D
1346,Uplogix,"$12,800,000","Dec 30, 2010",Series_D
1347,Phononic-Devices,"$25,900,000","Apr 27, 2014",Series_D
1349,Socialtext,"$4,500,000","Apr  3, 2009",Series_D
1351,Enkata-Technologies,"$4,900,000","Sep 26, 2006",Series_D
1352,Protiva-Biotherapeutics,"$3,300,000","Jul  5, 2007",Series_D
1365,Hammerhead-Systems,"$18,000,000","Aug  1, 2007",Series_D
1373,Visage-Mobile,"$30,000,000","Dec  6, 2005",Series_D
1377,Vuclip,"$13,000,000","Nov 15, 2012",Series_D
1381,BPL-Global,"$1,500,000","Dec  6, 2012",Series_D
1383,Netpulse,"$18,600,000","Sep 29, 2014",Series_D
1387,Spring-Wireless,"$12,000,000","May 17, 2010",Series_D
1394,OvaScience,"$35,000,000","Mar 28, 2013",Series_D
1405,Verivo-Software,"$4,000,000","Apr 19, 2013",Series_D
1422,SendMe,"$12,000,000","Mar  5, 2009",Series_D
1451,Verdiem,"$8,300,000","Jul 13, 2007",Series_D
1463,Flurry,"$25,000,000","Nov  1, 2012",Series_D
1473,PayNearMe,"$12,100,000","Feb  8, 2013",Series_D
1485,DATAllegro,"$19,600,000","Jun 17, 2008",Series_D
1487,Intermolecular,"$20,000,000","Jan  8, 2009",Series_D
1511,Phunware,"$8,380,000","May  1, 2012",Series_D
1531,Simply-Hired,"$12,000,000","Jul  1, 2014",Series_D
1537,QuickPlay-Media,"$12,000,000","Jul 13, 2009",Series_D
1545,MyThings,"$15,000,000","Mar 20, 2012",Series_D
1560,Integral-Ad-Science,"$30,000,000","Jan  2, 2014",Series_D
1562,Tira-Wireless,"$5,000,000","Jul  9, 2007",Series_D
1564,PhotoThera,"$50,000,000","May 22, 2009",Series_D
1577,Clustrix,"$10,000,000","Aug 19, 2013",Series_D
1582,Rivermine-Software,"$5,000,000","Jan 27, 2009",Series_D
1583,DHgate,"$16,000,000","Sep 15, 2014",Series_D
1597,Voxify,"$15,000,000","Feb 13, 2008",Series_D
1601,Credit-Karma,"$75,000,000","Sep 29, 2014",Series_D
1602,ProNAi-Therapeutics,"$59,500,000","Apr 21, 2014",Series_D
1611,InContext-Solutions,"$12,000,000","Aug 27, 2014",Series_D
1613,Fitbit,"$43,000,000","Aug 13, 2013",Series_D
1615,Kona-Medical,"$10,000,000","Oct 21, 2013",Series_D
1631,Plumchoice,"$2,000,000","Jan  5, 2009",Series_D
1635,JasperSoft,"$12,000,000","Aug 19, 2007",Series_D
1646,StreamBase-Systems,"$6,000,000","Jan  9, 2009",Series_D
1647,Next-Step-Living,"$25,000,000","Jun 25, 2014",Series_D
1648,Cylene-Pharmaceuticals,"$12,000,000","Sep 24, 2010",Series_D
1668,RedBrick-Health,"$10,000,000","Aug 10, 2011",Series_D
1670,Nextio,"$15,000,000","Jun 11, 2009",Series_D
1672,Zoove,"$15,000,000","Aug 16, 2011",Series_D
1674,SmartSheet,"$1,000,000","Sep 24, 2012",Series_D
1677,Torax-Medical,"$30,000,000","Sep 19, 2012",Series_D
1678,Splashtop,"$10,000,000","Jun  2, 2010",Series_D
1684,Five9,"$22,000,000","May 29, 2013",Series_D
1691,Open-Silicon-Pakistan,"$10,000,000","Mar 15, 2007",Series_D
1704,Cara-Therapeutics,"$15,000,000","Jul 21, 2010",Series_D
1708,Mirna-Therapeutics,"$17,200,000","Nov  2, 2012",Series_D
1714,Hightail,"$15,000,000","Aug  2, 2010",Series_D
1717,Spredfast,"$32,500,000","Jan  3, 2014",Series_D
1722,Altair-Semiconductor,"$26,000,000","Apr 10, 2011",Series_D
1727,TOA-Technologies,"$17,200,000","May 12, 2011",Series_D
1748,Ziptronix,"$2,800,000","Jan 12, 2007",Series_D
1752,SageQuest,"$3,720,000","Apr 30, 2008",Series_D
1782,GainSpan,"$19,000,000","Jun 26, 2013",Series_D
1786,Prolacta-Biosciences,"$15,000,000","Nov  3, 2011",Series_D
1787,BioCept,"$10,000,000","Jun 23, 2006",Series_D
1788,Trada,"$9,000,000","Jan  5, 2012",Series_D
1792,Tatara-Systems,"$8,000,000","Jun 13, 2007",Series_D
1797,Nexenta-Systems,"$24,000,000","Feb 27, 2013",Series_D
1798,Sumo-Logic,"$30,000,000","May 20, 2014",Series_D
1803,Flite,"$9,000,000","Jun 12, 2013",Series_D
1815,BroadSoft,"$10,000,000","Jul 17, 2007",Series_D
1836,cVidya,"$10,000,000","Jan  1, 2010",Series_D
1837,Panaya,"$16,000,000","Jan  8, 2013",Series_D
1843,ChemoCentryx,"$29,800,000","Mar 22, 2007",Series_D
1850,Zolo-Technologies,"$12,500,000","Jan  6, 2007",Series_D
1855,GrubHub,"$20,000,000","Mar  9, 2011",Series_D
1856,Purfresh,"$10,000,000","Mar 12, 2010",Series_D
1863,Tocagen,"$7,800,000","Mar  9, 2010",Series_D
1867,Daojia,"$50,000,000","Sep 16, 2014",Series_D
1869,Persystent-Technologies,"$2,900,000","Dec  3, 2009",Series_D
1872,VeriSilicon-Holdings,"$20,000,000","Nov  6, 2007",Series_D
1889,MeeVee,"$3,500,000","Sep  1, 2007",Series_D
1897,Act-on-Software,"$16,000,000","Sep  5, 2012",Series_D
1906,Verdasys,"$12,000,000","Mar 19, 2014",Series_D
1907,Terrafugia,"$2,600,000","Nov 16, 2012",Series_D
1924,Attributor,"$3,200,000","Jun 10, 2010",Series_D
1931,DriveCam,"$19,000,000","Aug 12, 2009",Series_D
1935,vWise,"$1,500,000","Jun  5, 2014",Series_D
1946,NewsCred,"$42,000,000","Sep  2, 2015",Series_D
1953,Instructure,"$30,000,000","Jun  5, 2013",Series_D
1969,Perfect-Market,"$9,000,000","Jan 18, 2011",Series_D
1978,Adbrite,"$5,400,000","May  1, 2012",Series_D
1986,Perfecto-Mobile,"$20,000,000","May  6, 2014",Series_D
1998,Ripple-TV,"$4,000,000","Mar 25, 2009",Series_D
2021,T2-Biosystems,"$23,000,000","Aug 10, 2011",Series_D
2029,Martini-Media-Network,"$14,000,000","Aug 27, 2013",Series_D
2035,ZeRTO,"$26,000,000","Jun 18, 2014",Series_D
2051,Mashery,"$11,000,000","May  4, 2011",Series_D
2052,Meebo,"$27,500,000","Dec 20, 2010",Series_D
2078,MyHeritage,"$15,000,000","Sep  6, 2008",Series_D
2089,DataSphere,"$8,000,000","Mar 13, 2012",Series_D
2097,ACCO-Semiconductor,"$12,200,000","Feb  6, 2013",Series_D
2098,Link_A_-Media,"$16,000,000","Aug 10, 2011",Series_D
2103,Myoscience,"$33,000,000","Mar 21, 2012",Series_D
2104,thredUP,"$23,000,000","Jul 29, 2014",Series_D
2133,Incipient,"$24,000,000","Jan 31, 2006",Series_D
2136,Miramar-Labs,"$10,000,000","Feb 12, 2014",Series_D
2139,Smaato,"$3,000,000","Jun  1, 2011",Series_D
2140,Avedro,"$43,000,000","Mar  5, 2013",Series_D
2143,Zendesk,"$60,000,000","Sep 12, 2012",Series_D
2147,Digg,"$5,000,000","Jul 12, 2011",Series_D
2156,Invuity,"$25,000,000","Jun 14, 2012",Series_D
2161,Kineto-Wireless,"$15,500,000","Oct  7, 2008",Series_D
2164,Novariant,"$40,000,000","Oct 31, 2008",Series_D
2175,Consentry-Networks,"$20,000,000","Jul 10, 2006",Series_D
2181,Penguin-Computing,"$1,000,000","Apr 20, 2011",Series_D
2183,Synfora,"$2,500,000","Apr 24, 2009",Series_D
2188,Esilicon,"$9,400,000","Sep 25, 2002",Series_D
2194,oDesk,"$15,000,000","Mar 22, 2012",Series_D
2197,Capella-Photonics,"$10,000,000","Sep 21, 2005",Series_D
2198,Evolv-on-Demand,"$15,000,000","Mar 12, 2013",Series_D
2204,Action-Engine,"$10,000,000","Jan  1, 2005",Series_D
2206,Zymeworks,"$8,100,000","Sep 22, 2011",Series_D
2208,Proofpoint,"$2,000,000","Jun 29, 2005",Series_D
2223,Solidcore-Systems,"$10,000,000","Apr 25, 2007",Series_D
2224,Chimerix,"$23,100,000","Feb 23, 2007",Series_D
2227,Flock,"$15,000,000","May 21, 2008",Series_D
2233,Appistry,"$12,000,000","Aug  2, 2011",Series_D
2235,Puppet-Labs,"$30,000,000","Jan 23, 2013",Series_D
2238,Easy-Taxi,"$40,000,000","Jul 26, 2014",Series_D
2249,InPhase-Technologies,"$20,000,000","Jan  1, 2008",Series_D
2251,Valencia-Technologies,"$2,600,000","Jun 15, 2015",Series_D
2256,NanoString-Technologies,"$20,000,000","Nov  7, 2011",Series_D
2263,LesConcierges,"$25,000,000","Sep 27, 2012",Series_D
2273,SWN-Communications,"$14,000,000","Sep 29, 2008",Series_D
2279,Zilker-Labs,"$10,000,000","Oct  2, 2007",Series_D
2284,Total-Immersion,"$5,500,000","Mar 24, 2011",Series_D
2294,Zettics,"$8,199,999","Jul 24, 2013",Series_D
2313,Augmenix,"$10,800,000","Jul 23, 2014",Series_D
2317,comScore,"$20,000,000","Jun  6, 2002",Series_D
2327,Grockit,"$7,000,000","Oct 17, 2011",Series_D
2334,Comet-Solutions,"$4,700,000","Jan 18, 2013",Series_D
2335,Insightec,"$50,000,000","Jun 30, 2014",Series_D
2338,Project-Frog,"$20,000,000","Nov  7, 2013",Series_D
2357,Avere-Systems,"$20,000,000","Jul 10, 2014",Series_D
2361,Ticketbis,"$6,700,000","Jul 15, 2014",Series_D
2362,YPX-Cayman-Holdings,"$25,000,000","Aug 22, 2014",Series_D
2364,AOptix-Technologies,"$12,900,000","Mar 20, 2009",Series_D
2381,LearnVest,"$28,000,000","Apr 15, 2014",Series_D
