,Names,Series_Amount,Series_Date,Series_Type
2025,MyBuys,"$20,000,000","Mar  4, 2011",Series_C
2028,Spectra-Analysis-Instruments,"$2,600,000","Oct 16, 2008",Series_C
2034,Genocea-Biosciences,"$30,000,000","Oct 10, 2012",Series_C
2035,ZeRTO,"$13,000,000","Apr  4, 2013",Series_C
2036,Vectra-Networks,"$25,000,000","Aug  5, 2014",Series_C
2037,Livemocha,"$5,000,000","Jul 14, 2011",Series_C
2038,FluidNet,"$25,000,000","Aug 16, 2011",Series_C
2039,3-V-Biosciences,"$20,000,000","Jun 21, 2013",Series_C
2040,Focus,"$12,170,000","Mar  6, 2008",Series_C
2041,Clickfox,"$17,892,602","Nov 29, 2010",Series_C
2043,Rootstock-Software,"$5,800,000","Dec  8, 2013",Series_C
2046,Aveksa,"$10,000,000","Feb 25, 2009",Series_C
2049,Collaborative-Software-Initiative,"$550,000","Aug  8, 2012",Series_C
2050,SintecMedia,"$10,000,000","Apr 10, 2006",Series_C
2051,Mashery,"$5,500,000","Feb 24, 2010",Series_C
2052,Meebo,"$25,000,000","Apr 30, 2008",Series_C
2053,Emerald-Therapeutics,"$20,500,000","Jun 19, 2015",Series_C
2056,Skimlinks,"$16,000,000","Mar  1, 2015",Series_C
2063,Tango-Health,"$1,000,000","Jan  3, 2013",Series_C
2065,Molecular-Templates,"$8,500,000","Oct  8, 2013",Series_C
2066,Phylogy,"$3,000,000","Nov 10, 2009",Series_C
2069,Splunk,"$25,000,000","Sep  1, 2007",Series_C
2072,Sailthru,"$20,000,000","Dec 17, 2013",Series_C
2074,Gaia-Interactive,"$11,000,000","Jul 14, 2008",Series_C
2076,Luminate,"$10,700,000","Feb 23, 2012",Series_C
2077,Enforta,"$40,000,000","Jan  1, 2008",Series_C
2078,MyHeritage,"$4,000,000","Jul  1, 2007",Series_C
2081,Zenoss,"$25,000,000","Oct  9, 2012",Series_C
2085,Brighter,"$15,000,000","Oct 29, 2013",Series_C
2087,Smart-Destinations,"$7,000,000","Dec 23, 2008",Series_C
2089,DataSphere,"$10,000,000","Sep  9, 2010",Series_C
2090,Vorbeck-Materials,"$10,000,000","Dec 13, 2011",Series_C
2091,Histogenics,"$49,000,000","Jul 23, 2012",Series_C
2092,Mevio,"$15,000,000","Jul  9, 2008",Series_C
2094,The-Resumator,"$15,000,000","Aug 19, 2014",Series_C
2097,ACCO-Semiconductor,"$10,000,000","Sep 15, 2010",Series_C
2098,Link_A_-Media,"$18,000,000","Nov  2, 2009",Series_C
2101,PostPath,"$15,000,000","Jan 16, 2007",Series_C
2103,Myoscience,"$39,000,000","Mar 17, 2011",Series_C
2104,thredUP,"$14,500,000","Oct  3, 2012",Series_C
2112,Yashi,"$4,000,000","Sep 16, 2014",Series_C
2113,Scintera-Networks,"$12,000,000","Jun 29, 2006",Series_C
2118,OpenTable,"$36,000,000","Oct  1, 2000",Series_C
2123,Wavemark,"$3,900,000","Aug 26, 2010",Series_C
2125,CiRBA,"$15,000,000","Mar 27, 2012",Series_C
2126,Airspan,"$10,000,000","Sep  2, 2009",Series_C
2127,Intechra-Holdings,"$30,000,000","May 23, 2007",Series_C
2129,Namely,$45,"Jun 18, 2015",Series_C
2133,Incipient,"$20,100,000","Jan 21, 2005",Series_C
2140,Avedro,"$25,000,000","Jul  7, 2011",Series_C
2143,Zendesk,"$19,000,000","Dec  7, 2010",Series_C
2145,Pinc-Solutions,"$4,500,000","Apr 17, 2007",Series_C
2146,Shareholder-Insite,"$4,300,000","Aug 14, 2012",Series_C
2147,Digg,"$28,700,000","Sep 24, 2008",Series_C
2149,Backupify,"$9,000,000","Jul  1, 2012",Series_C
2150,Prioria-Robotics,"$5,500,000","Jun 25, 2012",Series_C
2151,Netmagic-Solutions,"$16,000,000","Oct  7, 2010",Series_C
2152,Invincea,"$16,000,000","Dec 16, 2013",Series_C
2156,Invuity,"$13,200,000","Jul  1, 2010",Series_C
2162,InSync-Software,"$200,000","Apr 30, 2010",Series_C
2163,VeriTeQ,"$7,400,000","Jul 17, 2013",Series_C
2164,Novariant,"$16,000,000","May 10, 2005",Series_C
2166,OLX,"$5,000,000","May  7, 2009",Series_C
2168,Cascade-Technologies,"$2,000,000","Apr 21, 2008",Series_C
2171,ZocDoc,"$75,000,000","Sep 22, 2011",Series_C
2173,CardioFocus,"$30,600,000","Feb 28, 2011",Series_C
2174,OuterBay-Technologies,"$12,000,000","Mar 21, 2005",Series_C
2175,Consentry-Networks,"$17,000,000","Jul 18, 2005",Series_C
2177,International-Battery,"$35,000,000","May  6, 2010",Series_C
2180,Digit-Wireless,"$6,000,000","Mar 14, 2005",Series_C
2183,Synfora,"$3,500,000","Mar  7, 2007",Series_C
2184,Siimpel,"$20,130,000","Nov 11, 2005",Series_C
2188,Esilicon,"$16,600,000","Feb  6, 2002",Series_C
2194,oDesk,"$15,000,000","Jun  1, 2008",Series_C
2195,CloudFlare,"$50,000,000","Dec 17, 2013",Series_C
2198,Evolv-on-Demand,"$15,800,000","Apr 26, 2011",Series_C
2200,GigaFin-Networks,"$14,600,000","Nov  9, 2005",Series_C
2204,Action-Engine,"$15,500,000","Mar  1, 2003",Series_C
2206,Zymeworks,"$3,500,000","Jun 26, 2009",Series_C
2207,Kupivip,"$55,000,000","Apr 14, 2011",Series_C
2210,Envia-Systems,"$17,000,000","Jan 26, 2011",Series_C
2213,Zipit-Wireless,"$4,000,000","Jul 10, 2010",Series_C
2215,Elemental-Technologies,"$13,000,000","May  7, 2012",Series_C
2216,GenVault,"$13,000,000","Jun  9, 2008",Series_C
2217,Encelium-Technologies,"$11,000,000","Dec 20, 2010",Series_C
2224,Chimerix,"$11,000,000","Nov  4, 2004",Series_C
2226,Six-Apart,"$12,000,000","Mar  1, 2006",Series_C
2227,Flock,"$10,000,000","Jun  1, 2006",Series_C
2230,Discretix-Technologies,"$20,000,000","Jan 10, 2007",Series_C
2233,Appistry,"$3,000,000","Jan  1, 2009",Series_C
2235,Puppet-Labs,"$8,500,000","Nov 29, 2011",Series_C
2237,LiveRail,"$4,000,000","Jun 10, 2013",Series_C
2238,Easy-Taxi,"$10,000,000","Jul 24, 2013",Series_C
2239,Mantara,"$7,600,000","May  4, 2009",Series_C
2243,Sequenta,"$20,000,000","Jul  2, 2013",Series_C
2245,Mitrionics,"$6,000,000","May 15, 2007",Series_C
2247,TakeLessons,"$7,000,000","Mar 25, 2014",Series_C
2249,InPhase-Technologies,"$32,100,000","May  1, 2005",Series_C
2250,CloudPhysics,"$15,000,000","Jun 23, 2014",Series_C
2255,OpGen,"$17,000,000","Mar  7, 2012",Series_C
2256,NanoString-Technologies,"$30,000,000","Jun 14, 2009",Series_C
2257,CopperGate-Communications,"$14,500,000","Nov 22, 2005",Series_C
2258,Southwest-Windpower,"$10,000,000","Apr  7, 2009",Series_C
2260,Telsima,"$20,000,000","Dec 14, 2005",Series_C
2263,LesConcierges,"$2,400,000","Nov 30, 2007",Series_C
2265,Greencloud-Technologies,"$5,600,000","Apr  1, 2013",Series_C
2266,Mithridion,"$1,300,000","Jan 11, 2011",Series_C
2268,Pentaho,"$23,000,000","Oct 30, 2012",Series_C
2271,epacube,"$671,300","Jul  9, 2013",Series_C
2272,Electric-Cloud,"$9,000,000","Jan 17, 2007",Series_C
2273,SWN-Communications,"$8,500,000","Oct  9, 2007",Series_C
2279,Zilker-Labs,"$8,000,000","May  9, 2006",Series_C
2280,RedShift-Systems,"$2,400,000","Jan 11, 2013",Series_C
2281,Verve-Mobile,"$14,000,000","Feb 13, 2013",Series_C
2282,Seno-Medical-Instruments,"$39,000,000","Feb 20, 2014",Series_C
2284,Total-Immersion,"$5,720,000","May 11, 2006",Series_C
2285,EnglishCentral,"$2,000,000","Jan  1, 2013",Series_C
2287,Anystream,"$7,000,000","Feb  7, 2007",Series_C
2290,First-Insight,"$1,500,000","Feb 27, 2014",Series_C
2291,Carticept-Medical,"$10,000,000","Jan 18, 2012",Series_C
2292,ZeaChem,"$19,000,000","Feb 14, 2012",Series_C
2294,Zettics,"$8,000,000","Jul 14, 2011",Series_C
2295,KellBenx,"$10,000,000","Jul 29, 2013",Series_C
2298,Arena-Solutions,"$3,000,000","Oct 20, 2003",Series_C
2299,Life360,"$50,000,000","May 15, 2014",Series_C
2305,Forsight-Labs,"$15,000,000","Apr 16, 2014",Series_C
2306,LigoCyte-Pharmaceuticals,"$29,500,000","Aug 14, 2009",Series_C
2307,Teradici,"$17,000,000","Apr  7, 2009",Series_C
2311,Lot18,"$30,000,000","Nov  4, 2011",Series_C
2314,Crossbar-Semiconductor,"$25,000,000","Mar 31, 2014",Series_C
2315,TrialPay,"$40,000,000","Jan 31, 2012",Series_C
2316,Authentix,"$15,000,000","Sep 29, 2011",Series_C
2317,comScore,"$15,000,000","Aug 13, 2001",Series_C
2318,Yuantiku,"$15,000,000","Jul 22, 2014",Series_C
2322,Telltale-Games,"$7,000,000","Jun  7, 2011",Series_C
2323,Sirific-Wireless,"$18,800,000","Feb 12, 2007",Series_C
2324,CREDANT-Technologies,"$5,000,000","Dec 20, 2007",Series_C
2327,Grockit,"$7,000,000","May 14, 2010",Series_C
2330,Environmental-Support-Solutions,"$8,000,000","Apr 12, 2006",Series_C
2332,ABT-Molecular-Imaging,"$6,000,000","Sep 13, 2012",Series_C
2334,Comet-Solutions,"$4,000,000","Mar  1, 2012",Series_C
2335,Insightec,"$30,900,000","Dec 11, 2012",Series_C
2339,Dayjet,"$50,000,000","Mar  6, 2007",Series_C
2343,Qualtre,"$8,000,000","Mar 17, 2014",Series_C
2349,Nextbio,"$8,000,000","Sep 18, 2009",Series_C
2355,Swaptree,"$3,300,000","Sep  1, 2008",Series_C
2356,BeameXpress,"$14,200,000","Apr 18, 2005",Series_C
2359,Skybox-Imaging,"$70,000,000","Apr 17, 2012",Series_C
2361,Ticketbis,"$4,500,000","Aug  2, 2013",Series_C
2362,YPX-Cayman-Holdings,"$11,500,000","Nov  1, 2012",Series_C
2364,AOptix-Technologies,"$15,000,000","May 30, 2007",Series_C
2371,Spigit,"$10,000,000","Mar 15, 2011",Series_C
2372,GMZ-Energy,"$14,000,000","Dec 21, 2011",Series_C
2376,Kapost,"$5,600,000","Jul 18, 2013",Series_C
2381,LearnVest,"$16,500,000","Jul 26, 2013",Series_C
2386,Pano-Logic,"$20,000,000","Feb 25, 2010",Series_C
2388,Pulmonx,"$32,000,000","Mar  8, 2010",Series_C
2389,Redfin,"$12,000,000","Jul  1, 2007",Series_C
2390,Gaikai,"$30,000,000","Jul 20, 2011",Series_C
2392,TelaDoc,"$50,300,000","Sep 18, 2014",Series_C
2396,InTouch-Technologies,"$12,100,000","Sep  1, 2005",Series_C
2397,Morphlabs,"$5,000,000","Sep  6, 2011",Series_C
2399,LimeRoad,"$30,000,000","Mar 30, 2015",Series_C
2400,Planitax,"$5,000,000","Jul 26, 2006",Series_C
2401,CashStar,"$12,000,000","Oct 26, 2011",Series_C
2403,Omni-ID,"$15,000,000","Feb  9, 2009",Series_C
2409,PerfectServe,"$10,900,000","Feb  2, 2012",Series_C
2410,PWRF,"$30,000,000","Jun 26, 2006",Series_C
2412,Scality,"$22,000,000","Jul  9, 2013",Series_C
2413,Groundwork-Open-Source,"$12,500,000","Feb  1, 2007",Series_C
2414,Concert-Pharmaceuticals,"$37,000,000","Apr 30, 2008",Series_C
2415,Alliance-Health-Networks,"$3,300,000","Sep 16, 2009",Series_C
2416,Nordic-Windpower,"$38,000,000","Jan  5, 2010",Series_C
2417,Baxano,"$30,000,000","Jun 23, 2010",Series_C
2421,Xactly,"$15,000,000","Apr 23, 2007",Series_C
2422,Artisan-Pharma,"$3,000,000","Jul 20, 2010",Series_C
2426,VoltDB,"$8,000,000","Mar 18, 2014",Series_C
2427,vArmour-Networks,"$21,000,000","Aug 20, 2014",Series_C
2430,Credorax,"$40,000,000","Aug 27, 2013",Series_C
2440,Apalya,"$8,000,000","Dec  1, 2012",Series_C
2442,ZOZI,"$30,000,000","Jul  1, 2015",Series_C
2444,Brand-Affinity-Technologies,"$20,000,000","Aug 24, 2010",Series_C
2445,iWalk,"$15,000,000","Jan 13, 2011",Series_C
2447,Therative,"$9,000,000","May 17, 2007",Series_C
2448,Ch-Mack,"$3,000,000","Oct  1, 2007",Series_C
2449,Dwolla,"$16,500,000","May  1, 2013",Series_C
2452,PivotLink,"$10,000,000","Feb 10, 2009",Series_C
2453,Dune-Medical-Devices,"$21,000,000","Jun 26, 2014",Series_C
2463,GumGum,"$7,000,000","Oct 24, 2011",Series_C
2464,GMI,"$35,000,000","Jun  5, 2006",Series_C
2465,ADP,"$2,000,000","Dec 30, 2005",Series_C
2468,BuyVIP,"$20,000,000","Apr  3, 2009",Series_C
2474,Zenprise,"$4,500,000","May  1, 2007",Series_C
2477,UUCun,"$8,000,000","Aug  1, 2012",Series_C
2478,Mu-Dynamics,"$10,000,000","May 19, 2008",Series_C
2480,Rapport,"$18,500,000","Oct 23, 2007",Series_C
2482,Trireme-Medical,"$15,500,000","Oct 16, 2007",Series_C
2485,Aryaka-Networks,"$25,000,000","Jul 16, 2012",Series_C
2488,Redfern-Integrated-Optics,"$8,400,000","Dec 13, 2005",Series_C
2492,HouseTrip,"$40,000,000","Oct  9, 2012",Series_C
2495,BinOptics,"$6,000,000","Nov 15, 2006",Series_C
2496,EveryScape,"$6,000,000","Feb 18, 2010",Series_C
2500,Hipmunk,"$20,000,000","May 30, 2014",Series_C
2507,StrongMail,"$13,000,000","Apr 23, 2007",Series_C
2508,Pluck,"$7,000,000","Nov 14, 2006",Series_C
2509,SocialWare,"$7,000,000","Aug 16, 2011",Series_C
2512,Konaware,"$2,000,000","Jul  6, 2006",Series_C
2515,High-Throughput-Genomics,"$4,300,000","Jul 23, 2009",Series_C
2516,Interrad-Medical,"$10,000,000","Oct  4, 2011",Series_C
2528,Affimed-Therapeutics,"$26,500,000","Apr 29, 2010",Series_C
2529,Jivox,"$5,800,000","Feb  4, 2014",Series_C
2530,Veracyte,"$28,000,000","Jun 28, 2013",Series_C
2532,Cima-NanoTech,"$15,000,000","Mar  9, 2011",Series_C
2534,Channelinsight,"$10,000,000","Apr 20, 2011",Series_C
2538,Basho-Technologies,"$4,700,000","Apr  9, 2009",Series_C
2541,Recyclebank,"$14,000,000","Feb 22, 2011",Series_C
2542,Lotame,"$11,000,000","Dec  6, 2010",Series_C
2544,ZEFR,"$18,500,000","Aug 15, 2012",Series_C
2548,Firm58,"$7,000,000","Jun  3, 2010",Series_C
2554,Silverrail-Technologies,"$40,000,000","Apr 14, 2014",Series_C
2555,Intercom,"$35,000,000","Aug 26, 2015",Series_C
2557,Inneractive,"$6,000,000","Jan 29, 2014",Series_C
2558,Navigenics,"$18,000,000","Feb  4, 2010",Series_C
2564,Mavenlink,"$7,000,000","Dec 12, 2013",Series_C
2565,TaskRabbit,"$13,000,000","Jul 23, 2012",Series_C
2569,NearbyNow,"$11,750,000","Apr 16, 2009",Series_C
2571,NextWave-Pharmaceuticals,"$45,000,000","Jan 11, 2011",Series_C
2572,m6d,"$24,000,000","Aug 13, 2014",Series_C
2573,Motionbox,"$6,000,000","Jan 14, 2009",Series_C
2576,ezCater,"$28,000,000","Oct  6, 2015",Series_C
2577,Mobilitec,"$12,100,000","Feb  7, 2005",Series_C
2581,ReShape-Medical,"$15,000,000","Oct 23, 2012",Series_C
2583,AdvanDx,"$8,000,000","Oct 12, 2009",Series_C
2586,Nantero,"$15,000,000","Mar  1, 2005",Series_C
2587,Arroweye-Solutions,"$14,000,000","May 22, 2007",Series_C
2588,Intent-Media,"$22,700,000","Jul 21, 2014",Series_C
2591,Innovative-Spinal-Technologies,"$18,000,000","Sep  8, 2008",Series_C
2592,SimpleTuition,"$6,000,000","Jan  9, 2009",Series_C
2593,BEZ-Systems,"$7,500,000","Sep 18, 2006",Series_C
2597,Delphix,"$25,000,000","Jun  6, 2012",Series_C
2598,Voltage-Security,"$15,000,000","May 17, 2005",Series_C
2600,Acumatica,"$10,000,000","Nov 18, 2013",Series_C
2602,36Kr,"$20,000","Feb 10, 2015",Series_C
2605,TradeBeam,"$29,000,000","Aug 23, 2007",Series_C
2606,TriCipher,"$15,000,000","Feb  6, 2007",Series_C
2607,LensVector,"$30,000,000","Feb  4, 2010",Series_C
2608,UpdateLogic,"$11,000,000","Jan  3, 2013",Series_C
2611,Overture-Networks,"$7,500,000","Jun  1, 2006",Series_C
2612,Wordnik,"$8,000,000","Jul 25, 2011",Series_C
2613,StormWind-Studios,"$5,000,000","Jan 21, 2014",Series_C
2617,Autoquake,"$5,800,000","Apr  1, 2009",Series_C
2619,Carrier-IQ,"$20,000,000","Jan 27, 2009",Series_C
2620,SG-Biofuels,"$11,000,000","Sep  9, 2014",Series_C
2622,Achievers,"$24,500,000","Sep 28, 2011",Series_C
2626,LucidMedia,"$8,800,000","Dec  4, 2008",Series_C
2627,BTI-Systems,"$16,380,000","Jan  5, 2006",Series_C
2630,The-Receivables-Exchange,"$17,000,000","Jan 27, 2010",Series_C
2632,Kaiam,"$4,000,000","Jun 14, 2012",Series_C
2633,Sittercity,"$13,000,000","Nov 18, 2013",Series_C
2636,Appneta,"$12,000,000","Feb 25, 2009",Series_C
2638,Solar-Junction,"$13,300,000","Mar 17, 2010",Series_C
2639,Simpirica-Spine,"$22,000,000","Sep 20, 2011",Series_C
2640,Adaptive-Planning,"$7,500,000","Mar  1, 2007",Series_C
2641,TRUSTe,"$15,000,000","Jan 23, 2012",Series_C
2642,Doximity,"$54,000,000","Apr 29, 2014",Series_C
2644,Passport-Systems,"$7,400,000","Nov 26, 2007",Series_C
2648,ThinkingPhones,"$10,000,000","Oct 15, 2013",Series_C
2650,Send-Word-Now,"$8,500,000","Oct  9, 2007",Series_C
2652,Lemko,"$9,000,000","May  1, 2012",Series_C
2653,AMEC,"$58,000,000","Oct 22, 2008",Series_C
2654,EndoEvolution,"$5,000,000","Apr 10, 2013",Series_C
2655,Logical-Therapeutics,"$16,900,000","May 27, 2010",Series_C
2656,Vostu,"$30,000,000","Nov 30, 2010",Series_C
2657,Predixion-Software,"$21,000,000","Jul  8, 2013",Series_C
2661,Yesvideo,"$7,000,000","Oct  1, 2001",Series_C
2663,Hands-On-Mobile,"$30,000,000","Oct  5, 2005",Series_C
2665,LeisureLink,"$9,000,000","Nov 10, 2010",Series_C
2667,Innovasic-Semiconductor,"$6,200,000","Apr  3, 2007",Series_C
2670,Infopia,"$12,000,000","Apr 15, 2008",Series_C
2671,Smartling,"$24,000,000","Oct  9, 2013",Series_C
2676,Redseal-Systems,"$12,000,000","Oct  1, 2009",Series_C
2679,Putney,"$21,000,000","Sep 29, 2011",Series_C
2681,Digital-Chocolate,"$22,500,000","Jul 26, 2006",Series_C
2683,Paperless-Post,"$25,000,000","Apr 15, 2014",Series_C
2685,Elemental-Cyber-Security,"$11,000,000","Jun 20, 2005",Series_C
2686,TRA,"$18,200,000","May 10, 2010",Series_C
2690,Infinite-Power-Solutions,"$20,000,000","Aug 17, 2010",Series_C
2697,Tidemark,"$24,000,000","Jan 18, 2012",Series_C
2700,Neocase-Software,"$6,500,000","Oct 23, 2006",Series_C
2701,Serus,"$8,000,000","Jul 11, 2007",Series_C
2703,Converged-Access,"$8,000,000","Jan 17, 2006",Series_C
2705,SiliconBlue-Technologies,"$15,000,000","May 20, 2010",Series_C
2707,ThisNext,"$1,199,999","Jan 28, 2010",Series_C
2708,Andrew-Technologies,"$7,000,000","Mar 24, 2011",Series_C
2709,Hearsay-Social,"$30,000,000","Sep  5, 2013",Series_C
2712,Motif-BioSciences,"$1,000,000","Apr  5, 2007",Series_C
2713,Ticketfly,"$22,000,000","Jul 25, 2012",Series_C
2714,NewLink-Genetics,"$17,000,000","Jan 31, 2008",Series_C
2715,PatientKeeper,"$43,000,000","Aug  1, 2000",Series_C
2717,Infobright,"$10,000,000","Jan  1, 2008",Series_C
2719,Sequella,"$38,000,000","Jul 17, 2013",Series_C
2721,41st-Parameter,"$10,070,000","Aug  9, 2007",Series_C
2722,Bonovo-Orthopedics,"$10,000,000","Dec 23, 2010",Series_C
2727,Brickstream,"$7,973,583","Jul 13, 2009",Series_C
2731,Halt-Medical,"$12,000,000","May  3, 2007",Series_C
2732,CommonFloor,"$7,500,000","Jun  4, 2013",Series_C
2735,Quanterix,"$18,500,000","Nov 15, 2012",Series_C
2737,Applied-Identity,"$10,000,000","Oct  1, 2008",Series_C
2738,Miaopai,"$50,000,000","Sep 25, 2014",Series_C
2739,Datameer,"$6,000,000","Sep 26, 2012",Series_C
2741,Social-Point,"$30,000,000","Jul 22, 2014",Series_C
2744,Ariosa-Diagnostics,"$52,700,000","Jan  9, 2012",Series_C
2746,Circle,"$50,000,000","Apr 30, 2015",Series_C
2752,Elixir-Pharmaceuticals,"$46,000,000","Nov 29, 2006",Series_C
2753,NexPlanar,"$14,500,000","Apr  9, 2008",Series_C
2755,Provade,"$5,200,000","Sep 11, 2006",Series_C
2758,LiveU,"$11,000,000","Nov  2, 2010",Series_C
2759,Assurex-Health,"$12,500,000","May 30, 2012",Series_C
2761,Albeo-Technologies,"$6,500,000","Mar 21, 2012",Series_C
2762,DecisionView,"$7,000,000","Jul 30, 2007",Series_C
2763,Aria-Systems,"$20,000,000","Feb  1, 2011",Series_C
2765,Gainsight,"$25,000,000","Oct 10, 2014",Series_C
2767,Reviva-Pharmaceuticals,"$12,000,000","Mar 21, 2013",Series_C
2768,BrightScope,"$3,000,000","Sep 12, 2012",Series_C
2769,MindMixer,"$17,000,000","Sep  2, 2014",Series_C
2773,Casabi,"$6,000,000","Apr  1, 2009",Series_C
2774,Intercept-Pharmaceuticals,"$30,000,000","Aug 10, 2012",Series_C
2780,BrightTag,"$15,000,000","Apr 25, 2012",Series_C
2782,SpinMedia-Group,"$25,000,000","Mar 30, 2008",Series_C
2783,Aepona,"$10,000,000","Feb  5, 2007",Series_C
2785,Fanduel,"$11,000,000","Jan 30, 2013",Series_C
2788,Soonr,"$3,000,000","Feb 19, 2009",Series_C
2790,Sanovia,"$8,000,000","May  5, 2009",Series_C
2791,Jobster,"$18,000,000","Jul  1, 2006",Series_C
2792,Marrone-Bio-Innovations,"$25,400,000","Jun  1, 2011",Series_C
2794,Booyah,"$20,000,000","May 17, 2010",Series_C
2796,Exagrid-Systems,"$20,000,000","Nov  8, 2007",Series_C
2798,Meriton-Networks,"$54,000,000","Jun 27, 2005",Series_C
2801,Metastorm,"$30,000,000","Aug 21, 2007",Series_C
2802,Platfora,"$38,000,000","Mar 19, 2014",Series_C
2806,KOTURA,"$10,000,000","Feb  7, 2008",Series_C
2812,OnlineSheetMusic,"$2,000,000","Jun 18, 2007",Series_C
2813,Brammo,"$25,000,000","Jul 15, 2013",Series_C
2815,GetJar,"$25,000,000","Feb 14, 2011",Series_C
2821,Construction-Software-Technologies,"$11,000,000","Dec  1, 2006",Series_C
2823,HydroPoint-Data-Systems,"$19,000,000","Feb  2, 2007",Series_C
2824,RipCode,"$12,500,000","Jan  5, 2009",Series_C
2829,Promptu-Systems,"$11,600,000","Sep  7, 2006",Series_C
2831,InsightSquared,"$13,500,000","Feb 10, 2015",Series_C
2834,SensorLogic,"$9,000,000","Apr 30, 2008",Series_C
2837,ARKeX,"$30,690,000","Jun  6, 2008",Series_C
2839,SecondMarket,"$15,000,000","Nov  1, 2011",Series_C
2842,Kirusa,"$13,300,000","Jul 18, 2007",Series_C
2844,Fulcrum-Bioenergy,"$75,000,000","Jan 25, 2011",Series_C
2852,Dayima,"$30,000,000","Jun  5, 2014",Series_C
2853,IdeaPaint,"$5,000,000","Apr 27, 2011",Series_C
2854,Piczo,"$11,000,000","Jan  1, 2007",Series_C
2855,Medialets,"$10,000,000","Nov  8, 2012",Series_C
2857,Eureka-Therapeutics,"$21,000,000","Sep 23, 2014",Series_C
2863,Jelastic,"$3,500,000","Aug  1, 2013",Series_C
2864,Covenant-Surgical-Partners,"$35,000,000","Feb  8, 2013",Series_C
2865,eBureau,"$10,000,000","Sep 29, 2009",Series_C
2866,Neoconix,"$16,000,000","Jul  1, 2007",Series_C
2867,Kaboodle,"$1,500,000","Mar  1, 2007",Series_C
2869,BeneChill,"$13,500,000","Sep 15, 2009",Series_C
2871,Heliatek,"$22,860,000","Sep 30, 2014",Series_C
2872,Tegile-Systems,"$35,000,000","Aug  7, 2013",Series_C
2874,4Home,"$500,000","Jun 11, 2009",Series_C
2878,E-la-Carte,"$35,000,000","Sep 24, 2014",Series_C
2879,CellBiosciences,"$10,000,000","Apr 10, 2009",Series_C
2883,UserTesting,"$45,500,000","Jan 28, 2015",Series_C
2884,Glassdoor,"$12,000,000","Feb 10, 2011",Series_C
2885,EmiSense-Technologies,"$6,500,000","Mar 26, 2013",Series_C
2889,Total-Beauty-Media,"$6,000,000","Dec 20, 2008",Series_C
2891,GigaSpaces-Technologies,"$5,000,000","Feb  1, 2007",Series_C
2898,Voyage-Medical,"$20,600,000","Jun 18, 2010",Series_C
2903,Etsy,"$3,250,000","Jul  1, 2007",Series_C
2904,Endeca,"$15,000,000","Jun  1, 2004",Series_C
2907,Innovative-Silicon,"$25,000,000","Nov  6, 2007",Series_C
2908,Jive-Software,"$30,000,000","Jul 20, 2010",Series_C
2909,Domain-Surgical,"$35,000,000","Mar  6, 2014",Series_C
2912,Validity-Sensors,"$10,000,000","Mar 11, 2009",Series_C
2918,Work-Market,"$20,000,000","Jan 21, 2015",Series_C
2919,Qwilt,"$16,000,000","Jul 29, 2013",Series_C
2920,Ciris-Energy,"$25,000,000","Jul 26, 2013",Series_C
2923,Memeo,"$3,000,000","Feb 10, 2009",Series_C
2926,Cloudian,"$24,000,000","Jul  8, 2014",Series_C
2927,Microfabrica,"$8,000,000","Aug 15, 2006",Series_C
2928,Lucidworks,"$10,000,000","May 13, 2013",Series_C
2929,PolyTherics,"$4,000,000","Apr 15, 2010",Series_C
2933,SolarEdge,"$25,000,000","Oct  4, 2010",Series_C
2934,Renmatix,"$75,000,000","Aug 22, 2012",Series_C
2936,EmSense,"$9,000,000","Nov  3, 2009",Series_C
2940,Exalt-Communications,"$15,000,000","Feb 17, 2009",Series_C
2943,PlayFirst,"$16,500,000","Dec  1, 2007",Series_C
2946,HireVue,"$22,000,000","Aug 30, 2012",Series_C
2949,CodeRyte,"$8,500,000","Mar 15, 2006",Series_C
2950,Kalido,"$13,500,000","Oct  4, 2005",Series_C
2951,UGOBE,"$12,500,000","Jun 10, 2008",Series_C
2952,VoluBill,"$14,400,000","Jan 17, 2005",Series_C
2954,Quandoo,"$25,000,000","Jul 22, 2014",Series_C
2955,Hytrust,"$18,500,000","Aug 26, 2013",Series_C
2957,Crown-bioscience,"$28,800,000","May  4, 2011",Series_C
2963,Netuitive,"$5,000,000","May 18, 2005",Series_C
2964,Betterment,"$32,000,000","Apr 15, 2014",Series_C
2968,Clearwell-Systems,"$17,000,000","Aug 22, 2007",Series_C
2969,Magnum-Semiconductor,"$20,000,000","May 10, 2007",Series_C
2970,Smule,"$8,000,000","Dec 16, 2009",Series_C
2974,mFoundry,"$15,000,000","Oct 24, 2007",Series_C
2981,GenoLogics,"$5,000,000","Feb 25, 2009",Series_C
2983,PopularMedia,"$8,000,000","Jul 28, 2008",Series_C
2984,Synosia-Therapeutics,"$30,000,000","Oct 12, 2010",Series_C
2985,Achates-Power,"$35,200,000","Oct  9, 2013",Series_C
2987,Netronome-Systems,"$20,000,000","Nov  1, 2006",Series_C
2990,Modcloth,"$25,000,000","May 15, 2012",Series_C
2993,Criteo,"$6,360,000","May  6, 2010",Series_C
2994,Affinity-Circles,"$4,099,999","May  1, 2006",Series_C
2995,Friendster,"$10,000,000","Aug  1, 2006",Series_C
2996,Cardiac-Concepts,"$27,200,000","Aug 20, 2013",Series_C
