,Company,Series,Total_Likes,Total_Retweets,Avg_Tweets,Series_Amount,Series_Date
420,Blue-Apron,Series_A,,,,3000000,"Feb 19, 2013"
421,Kaazing,Series_A,,,,1000000,"Apr 29, 2008"
422,Pudding-Media,Series_A,,,,8000000,"Jan  1, 2008"
423,Intelliworks,Series_A,,,,6000000,"Feb 14, 2005"
424,SpaceClaim,Series_A,,,,7500000,"Oct 14, 2005"
425,HX-Diagnostics,Series_A,,,,3100000,"Feb 17, 2009"
426,Resolve-Therapeutics,Series_A,,,,2000000,"May 17, 2011"
427,UCloud-Information-Technology,Series_A,,,,10000000,"Nov 27, 2013"
428,Magnetic,Series_A,,,,4000000,"Jun 16, 2010"
429,VitaPath-Genetics,Series_A,,,,6000000,"Nov  2, 2009"
430,Illumio,Series_A,,,,8000000,"Jan 14, 2013"
431,PRS-Medical-Technologies,Series_A,,,,400000,"Jun  1, 2012"
432,Nexaweb-Technologies,Series_A,,,,4300000,"May 19, 2003"
433,EnterpriseDB,Series_A,,,,7000000,"Sep  7, 2005"
434,Powerhouse-Dynamics,Series_A,,,,3000000,"Nov  1, 2011"
435,RideCharge,Series_A,,,,4000000,"Jan 20, 2008"
436,Aplos-Software,Series_A,,,,1200000,"Feb  1, 2012"
437,ReverbNation,Series_A,,,,2000000,"Aug 17, 2006"
438,Great-Lakes-Pharmaceuticals,Series_A,,,,2400000,"Apr  9, 2008"
439,RingCentral,Series_A,,,,12000000,"Sep  1, 2007"
440,Duolingo,Series_A,,,,3300000,"Oct 19, 2011"
441,Tableau-Software,Series_A,,,,5000000,"Jan  1, 2004"
442,Eminor,Series_A,,,,2000000,"Aug 28, 2006"
443,Quickoffice,Series_A,,,,7000000,"May 25, 2005"
444,Tracon-Pharmaceuticals,Series_A,,,,14000000,"Apr 20, 2011"
445,Remind,Series_A,,,,3500000,"Sep 18, 2013"
446,Vela-Systems,Series_A,,,,6000000,"Jul 23, 2007"
447,CloudSwitch,Series_A,,,,7400000,"Jan 26, 2009"
448,Tilt,Series_A,,,,12000000,"Mar 22, 2013"
449,Socrata,Series_A,,,,6500000,"Jan 27, 2008"
450,Apprenda,Series_A,,,,5000000,"Nov  9, 2009"
451,McKinstry-Reklaim,Series_A,,,,7000000,"Aug 29, 2007"
452,CrowdFlower,Series_A,,,,5000000,"Jan 20, 2010"
453,Breaktime-Studios,Series_A,,,,6600000,"Nov 14, 2011"
454,Oodle,Series_A,,,,5000000,"May  1, 2006"
455,Virtual-Instruments,Series_A,,,,6000000,"Aug  7, 2009"
456,TrueDemand-Software,Series_A,,,,6000000,"Aug  2, 2005"
457,eVariant,Series_A,,,,5300000,"Nov 21, 2011"
458,BountyJobs,Series_A,,,,3500000,"Jan  1, 2006"
459,Third-Brigade,Series_A,,,,5000000,"Apr  7, 2005"
460,Catchpoint-Systems,Series_A,,,,3200000,"Mar 12, 2013"
461,Tobii-Technology,Series_A,,,,14000000,"Mar 26, 2007"
462,Orbotix,Series_A,,,,1000000,"Sep 13, 2010"
463,Bump-Technologies,Series_A,,,,3400000,"Oct 24, 2009"
464,SOLS-Systems,Series_A,,,,6400000,"Apr 28, 2014"
465,RingRevenue,Series_A,,,,3500000,"Jun  2, 2009"
466,AdultSpace,Series_A,,,,1000000,"Jan  1, 2007"
467,CrossLoop,Series_A,,,,3000000,"Dec  1, 2007"
468,FastScaleTechnology,Series_A,,,,6500000,"Mar 28, 2007"
469,Vriti-Infocom,Series_A,,,,2500000,"Jun  3, 2008"
470,BandPage,Series_A,,,,2300000,"Jan  5, 2011"
471,Lightspeed-Retail,Series_A,,,,30000000,"Jun 12, 2012"
472,Fundera,Series_A,,,,3400000,"Feb  5, 2014"
473,Strava,Series_A,,,,3500000,"Jan 12, 2011"
474,Chase-Pharmaceuticals,Series_A,,,,1200000,"Dec 15, 2010"
475,natera,Series_A,,,,4000000,"Dec  5, 2008"
476,Xamarin,Series_A,,,,12000000,"Jul 24, 2012"
477,Nok-Nok-Labs,Series_A,,,,15000000,"Feb 12, 2013"
478,ContextWeb,Series_A,,,,3000000,"Jun  1, 2004"
479,ebyline,Series_A,,,,1500000,"Nov  8, 2010"
480,Mixpo,Series_A,,,,6500000,"Jan  1, 2006"
481,AdRoll,Series_A,,,,4000000,"Sep 16, 2008"
482,Involver,Series_A,,,,1440000,"Sep  2, 2008"
483,Baifendian,Series_A,,,,7200000,"Jul  1, 2011"
484,Lucid-Design-Group,Series_A,,,,1500000,"Jan 21, 2010"
485,LevelUp,Series_A,,,,4000000,"Dec 24, 2009"
486,Stylistpick,Series_A,,,,8000000,"Apr 12, 2011"
487,Affectiva,Series_A,,,,2000000,"Nov 10, 2009"
488,Silver-Tail-Systems,Series_A,,,,2100000,"Sep 26, 2008"
489,Raptr,Series_A,,,,9000000,"Sep  3, 2008"
490,ReachForce,Series_A,,,,3200000,"Jun 11, 2007"
491,Aylus-Networks,Series_A,,,,10000000,"Jan  1, 2005"
492,Numerify,Series_A,,,,8000000,"Oct  2, 2013"
493,Applied-Logic,Series_A,,,,296000,"May  1, 2010"
494,Centrify,Series_A,,,,7000000,"Jul  1, 2004"
495,iCreate-Software,Series_A,,,,3200000,"Jan 29, 2010"
496,admantx,Series_A,,,,2800000,"Jun  8, 2011"
497,Zadara-Storage,Series_A,,,,7000000,"Jul 16, 2012"
498,Rethink-Robotics,Series_A,,,,12000000,"Sep  8, 2009"
499,Mobius-Microsystems,Series_A,,,,10000000,"Jan 31, 2006"
500,Selexys-Pharmaceuticals,Series_A,,,,23000000,"Sep 20, 2012"
501,Redux,Series_A,,,,3500000,"Apr  7, 2008"
502,Showpad,Series_A,,,,2000000,"Mar 26, 2013"
503,Jangl,Series_A,,,,2000000,"Jan  1, 2005"
504,GenomeQuest,Series_A,,,,4099999,"Nov  1, 2005"
505,InvenSense,Series_A,,,,8000000,"Jan  1, 2004"
506,Tacit-Networks,Series_A,,,,7300000,"Dec  9, 2002"
507,Loopt,Series_A,,,,5000000,"Nov 23, 2005"
508,Snowball-Finance,Series_A,,,,20000000,"Jun  1, 2011"
509,Plexxi,Series_A,,,,8300000,"Feb 15, 2011"
510,eXelate,Series_A,,,,4000000,"Oct  1, 2007"
511,Nextreme-Thermal-Solutions,Series_A,,,,8000000,"Mar  4, 2005"
512,Skyhigh-Networks,Series_A,,,,6500000,"Apr  9, 2012"
513,Rouxbe,Series_A,,,,1000000,"Jan 28, 2008"
514,Thismoment,Series_A,,,,7300000,"Nov 15, 2011"
515,DoorDash,Series_A,,,,17300000,"May 24, 2014"
516,Fancy,Series_A,,,,6000000,"May  1, 2010"
517,TapInfluence,Series_A,,,,3200000,"Mar  8, 2012"
518,Nasuni,Series_A,,,,8000000,"Dec 14, 2009"
519,Coupa-Software,Series_A,,,,1500000,"Mar 13, 2007"
520,Coghead,Series_A,,,,3200000,"Mar  1, 2006"
521,Snapvine,Series_A,,,,2000000,"Jul  1, 2006"
522,Ubidyne,Series_A,,,,15500000,"Sep  1, 2005"
523,Nebula,Series_A,,,,10000000,"May  1, 2011"
524,Great-Basin,Series_A,,,,12100000,"Feb 14, 2011"
525,Airware,Series_A,,,,11700000,"May 15, 2013"
526,Swoopo,Series_A,,,,4000000,"Jan  1, 2006"
527,Balihoo,Series_A,,,,1500000,"Jul  1, 2007"
528,ClariPhy-Communications,Series_A,,,,8000000,"Nov  9, 2004"
529,Artsy,Series_A,,,,6000000,"Nov  3, 2011"
530,Traversa-Therapeutics,Series_A,,,,2000000,"Feb  4, 2008"
531,MusicGremlin,Series_A,,,,3000000,"Dec  1, 2003"
532,Powa-Technologies,Series_A,,,,76000000,"Aug 21, 2013"
533,Tempo-Payments,Series_A,,,,3600000,"Sep 13, 2005"
534,Knoa-Software,Series_A,,,,7500000,"Dec  3, 2012"
535,BillGuard,Series_A,,,,3000000,"May 28, 2010"
536,QD-Vision,Series_A,,,,6000000,"Aug  1, 2005"
537,Freemonee,Series_A,,,,11000000,"Jan  1, 2010"
538,Meetup,Series_A,,,,1000000,"Dec  1, 2002"
539,S5-Wireless,Series_A,,,,3400000,"Jan 10, 2005"
540,Kontera,Series_A,,,,7000000,"Jul  1, 2006"
541,TigerText,Series_A,,,,8200000,"Feb  2, 2012"
542,Visier,Series_A,,,,6000000,"Sep  5, 2011"
543,Navic-Networks,Series_A,,,,2000000,"Feb 14, 2000"
544,Cooliris,Series_A,,,,3000000,"Jul  1, 2007"
545,Mozes,Series_A,,,,5800000,"Feb 22, 2007"
546,Cyphort,Series_A,,,,7000000,"Apr 10, 2012"
547,NextDocs,Series_A,,,,10300000,"Aug 22, 2011"
548,Micron-Technology,Series_A,,,,6400000,"Oct 25, 2006"
549,Schoology,Series_A,,,,1300000,"Jun  7, 2010"
550,Amplifinity,Series_A,,,,3600000,"Dec  9, 2011"
551,Fangtek,Series_A,,,,2000000,"Feb  1, 2003"
552,Huddler,Series_A,,,,5000000,"Jul  1, 2009"
553,Coalfire,Series_A,,,,5000000,"Feb  9, 2011"
554,Credit-Sesame,Series_A,,,,6150000,"Mar  9, 2011"
555,Palamida,Series_A,,,,5000000,"Feb 15, 2005"
556,Tail-f-Systems,Series_A,,,,2300000,"Nov 15, 2005"
557,PagerDuty,Series_A,,,,10700000,"Jan 15, 2013"
558,ForgeRock,Series_A,,,,7000000,"Mar  2, 2012"
559,Nangate,Series_A,,,,10000000,"Apr  5, 2006"
560,Abiquo,Series_A,,,,2050000,"Feb 17, 2010"
561,Realtime-Worlds,Series_A,,,,1800000,"May 13, 2004"
562,CoolIT-Systems,Series_A,,,,6200000,"Apr 16, 2009"
563,Reonomy,Series_A,,,,3700000,"Mar 18, 2014"
564,Polyvore,Series_A,,,,2500000,"Dec  7, 2007"
565,Lattice-Engines,Series_A,,,,1700000,"May 27, 2008"
566,Tastemade,Series_A,,,,5300000,"Jun 20, 2012"
567,Macheen,Series_A,,,,2750000,"Apr 22, 2010"
568,Inspirato,Series_A,,,,11000000,"Apr 28, 2011"
569,Rapid-Micro-Biosystems,Series_A,,,,18600000,"Aug 19, 2009"
570,SpaBoom,Series_A,,,,700000,"Jul 15, 2006"
571,Invoca,Series_A,,,,3500000,"Jun  2, 2009"
572,eShares,Series_A,,,,6800000,"Jan  4, 2015"
573,WeddingWire,Series_A,,,,5500000,"Feb  1, 2008"
574,Ineda-Systems,Series_A,,,,9000000,"Apr 26, 2013"
575,Q-Layer,Series_A,,,,1680000,"May 30, 2006"
576,App-Annie,Series_A,,,,1000000,"Jul  6, 2011"
577,Bitly,Series_A,,,,2000000,"Mar 30, 2009"
578,GreatCall,Series_A,,,,36600000,"Aug  1, 2007"
579,Quantcast,Series_A,,,,5700000,"Mar  1, 2007"
580,Live-Gamer,Series_A,,,,24000000,"Dec  1, 2007"
581,Karmasphere,Series_A,,,,5000000,"Mar 24, 2010"
582,Ablative-Solutions,Series_A,,,,5300000,"Jun 19, 2012"
583,Ridemakerz,Series_A,,,,10000000,"Jun  1, 2007"
584,TopTenREVIEWS,Series_A,,,,6000000,"Jul  3, 2008"
585,Telovations,Series_A,,,,6500000,"Apr 15, 2006"
586,WhoSay,Series_A,,,,2375010,"Mar 31, 2010"
587,High-Gear-Media,Series_A,,,,6500000,"Nov  1, 2007"
588,Lonestar-Heart,Series_A,,,,10200000,"Jun 16, 2010"
589,The-Mad-Video,Series_A,,,,585000,"Apr 10, 2012"
590,Dimdim,Series_A,,,,2400000,"Feb  1, 2007"
591,Adnavance-Technologies,Series_A,,,,3900000,"Nov 29, 2005"
592,Intelligent-Beauty,Series_A,,,,12500000,"Sep 18, 2007"
593,Mixercast,Series_A,,,,2600000,"May  1, 2005"
594,Decisyon,Series_A,,,,15000000,"Oct 24, 2012"
595,Viewdle,Series_A,,,,3500000,"Jan  1, 2009"
596,EverythingMe,Series_A,,,,7000000,"May 23, 2011"
597,WatchDox,Series_A,,,,5500000,"Aug  1, 2008"
598,Athenix,Series_A,,,,8000000,"Sep 10, 2001"
599,TxVia,Series_A,,,,2550000,"Oct  1, 2007"
600,Ionic-Security,Series_A,,,,9400000,"Apr 19, 2013"
601,WOWIO,Series_A,,,,1700000,"Jun  3, 2010"
602,FireHost,Series_A,,,,2000000,"Mar 11, 2010"
603,SeeSaw-Networks,Series_A,,,,10000000,"Nov 16, 2006"
604,Sifteo,Series_A,,,,1000000,"Jul  1, 2009"
605,Celtra-Technologies,Series_A,,,,5000000,"Jan 25, 2011"
606,Viki,Series_A,,,,4300000,"Dec  8, 2010"
607,Krossover,Series_A,,,,4600000,"Mar 27, 2012"
608,Realmatch,Series_A,,,,3000000,"Jan  1, 2008"
609,Opposing-Views,Series_A,,,,1250000,"Jun  2, 2008"
610,convercent,Series_A,,,,10200000,"Jan 29, 2013"
611,C2FO,Series_A,,,,3600000,"Mar  8, 2011"
612,Firefly-Energy,Series_A,,,,4000000,"Oct 14, 2004"
613,Vungle,Series_A,,,,6500000,"Oct 15, 2012"
614,TellApart,Series_A,,,,4750000,"Apr 13, 2010"
615,Welltok,Series_A,,,,2500000,"Aug 20, 2010"
616,Luminary-Micro,Series_A,,,,5000000,"Feb  1, 2005"
617,Loop-Commerce,Series_A,,,,12200000,"Nov  6, 2013"
618,Rockmelt,Series_A,,,,8200000,"Sep  1, 2009"
619,Sennari,Series_A,,,,2000000,"May 10, 2005"
620,Solido-Design-Automation,Series_A,,,,2500000,"Jan 31, 2005"
621,Global-Roaming,Series_A,,,,7500000,"Feb  1, 2007"
622,Vindicia,Series_A,,,,1000000,"Jan  1, 2004"
623,Gene-Security-Network,Series_A,,,,4000000,"Dec  5, 2008"
624,SageCloud,Series_A,,,,3200000,"Jul 12, 2012"
625,TIP-Solutions,Series_A,,,,1000000,"Jan  1, 2011"
626,ClearDATA-Networks,Series_A,,,,3200000,"Mar 14, 2012"
627,Issuu,Series_A,,,,1250000,"Feb  1, 2007"
628,EverTrue,Series_A,,,,5250000,"Mar 21, 2013"
629,Agile-Therapeutics,Series_A,,,,1000000,"May  5, 2010"
630,AlterPoint,Series_A,,,,8800000,"Jan 28, 2003"
631,F-Origin,Series_A,,,,4000000,"Jun 15, 2007"
632,Espresso-Capital,Series_A,,,,6000000,"Dec 19, 2010"
633,Zanbato,Series_A,,,,3000000,"Nov 28, 2011"
634,OpTier,Series_A,,,,8600000,"Sep 16, 2003"
635,Autonomic-Technologies,Series_A,,,,3000000,"Jan 14, 2008"
636,Rent-the-Runway,Series_A,,,,15000000,"Feb 25, 2010"
637,GoldSpot-Media,Series_A,,,,3000000,"Jan 23, 2008"
638,Engine-Yard,Series_A,,,,3500000,"Jan  1, 2008"
639,Avaak,Series_A,,,,7000000,"Oct  3, 2008"
640,AVAILINK,Series_A,,,,4200000,"Jul  1, 2005"
641,Pubmatic,Series_A,,,,7000000,"Jan  1, 2008"
642,Aereo,Series_A,,,,20500000,"Feb 14, 2012"
643,AlienVault,Series_A,,,,4000000,"Jun 16, 2010"
644,REMOTV,Series_A,,,,1500000,"Sep  1, 2008"
645,BitWave,Series_A,,,,13000000,"Jan  1, 2004"
646,Jaunt,Series_A,,,,7200000,"Oct  4, 2013"
647,Percolate,Series_A,,,,9000000,"Nov 14, 2012"
648,RazorGator,Series_A,,,,26000000,"Mar  1, 2005"
649,Oligomerix,Series_A,,,,2000000,"Apr 23, 2012"
650,Delphinus-Medical-Technologies,Series_A,,,,8000000,"Jul 21, 2010"
651,Appnomic-Systems,Series_A,,,,4200000,"Jan 28, 2009"
652,Spanfeller-Media-Group,Series_A,,,,2000000,"Jun 29, 2010"
653,SpinFry,Series_A,,,,1200000,"Jan 31, 2007"
654,Mixamo,Series_A,,,,4000000,"Jul 27, 2009"
655,ixigo.com,Series_A,,,,18500000,"Aug 11, 2011"
656,Justworks,Series_A,,,,6000000,"Oct  8, 2014"
657,Sword-Diagnostics,Series_A,,,,1600000,"Oct 13, 2006"
658,TransferWise,Series_A,,,,6000000,"May 14, 2013"
659,Totango,Series_A,,,,3800000,"Jul 28, 2011"
660,Scripted,Series_A,,,,4500000,"Jun  4, 2013"
661,Tendyne-Holdings,Series_A,,,,11500000,"May 20, 2013"
662,Emotive-Communications,Series_A,,,,7700000,"Apr 18, 2007"
663,Socialtext,Series_A,,,,300000,"Jan  1, 2004"
664,ThirdMotion,Series_A,,,,3500000,"Nov  4, 2010"
665,Tongbanjie,Series_A,,,,10000000,"Dec 10, 2013"
666,Koupon-Media,Series_A,,,,2000000,"Nov  9, 2011"
667,Redwood-Systems,Series_A,,,,4000000,"Oct  3, 2008"
668,Newport-Media,Series_A,,,,11000000,"Mar 22, 2005"
669,LP-Amina,Series_A,,,,5000000,"Jun 30, 2008"
670,Quintic,Series_A,,,,8199999,"Sep  1, 2006"
671,Pickspal,Series_A,,,,2000000,"Jun  1, 2005"
672,KickApps,Series_A,,,,7000000,"Jun  1, 2006"
673,JibJab,Series_A,,,,6400000,"Jun 23, 2006"
674,Cardeas-Pharma,Series_A,,,,7500000,"Mar 16, 2012"
675,Huddle,Series_A,,,,4000000,"Nov 13, 2007"
676,Netpulse,Series_A,,,,3100000,"Oct 26, 2009"
677,Sailpoint-Technologies,Series_A,,,,4500000,"Jan  1, 2006"
678,TuneUp,Series_A,,,,3000000,"May 19, 2009"
679,Maxwell-Health,Series_A,,,,8000000,"Dec 17, 2013"
680,Precyse,Series_A,,,,1000000,"Jan 12, 2010"
681,OvaScience,Series_A,,,,6000000,"Oct 11, 2011"
682,Moblyng,Series_A,,,,1530000,"Mar 28, 2007"
683,healthrageous,Series_A,,,,6000000,"Jun  9, 2013"
684,Clever,Series_A,,,,10300000,"Dec  5, 2013"
685,Limerick-Biopharma,Series_A,,,,1500000,"Jun 13, 2009"
686,Verivo-Software,Series_A,,,,5200000,"Sep  9, 2005"
687,CeQur,Series_A,,,,29600000,"Jan  5, 2010"
688,2C2P,Series_A,,,,1000000,"Jun 15, 2011"
689,WiSpry,Series_A,,,,6500000,"Feb 23, 2005"
690,TELiBrahma,Series_A,,,,250000,"Jan  1, 2006"
691,Sift-Science,Series_A,,,,4000000,"Nov  1, 2012"
692,Ampulse,Series_A,,,,8000000,"Nov  1, 2009"
693,HubPages,Series_A,,,,2000000,"Aug  5, 2007"
694,Officenet,Series_A,,,,4000000,"Jan  4, 1997"
695,AgilOne,Series_A,,,,6000000,"Jan  1, 2011"
696,SendMe,Series_A,,,,1500000,"Jun  1, 2006"
697,Wave-Accounting,Series_A,,,,5000000,"Oct 14, 2011"
698,2tor,Series_A,,,,10000000,"Jun 21, 2009"
699,Photobucket,Series_A,,,,3000000,"Mar  1, 2005"
700,Pocket,Series_A,,,,5000000,"Jul 19, 2012"
701,Ookbee,Series_A,,,,2000000,"Sep  1, 2012"
702,Ortho-Kinematics,Series_A,,,,2000000,"Jan 31, 2010"
703,Hopper,Series_A,,,,8000000,"Aug  1, 2011"
704,Hangout-Industries,Series_A,,,,6000000,"Mar  1, 2007"
705,Tangent-Medical-Technologies,Series_A,,,,4500000,"Nov  3, 2011"
706,VitaPortal,Series_A,,,,2000000,"Oct 31, 2012"
707,ZIMPERIUM,Series_A,,,,8000000,"Dec 20, 2013"
708,TouchOfModern,Series_A,,,,3000000,"Mar 28, 2013"
709,NinePoint-Medical,Series_A,,,,33000000,"Oct 14, 2010"
710,Red-5-Studios,Series_A,,,,18500000,"Dec 11, 2006"
711,GoTV-Networks,Series_A,,,,15000000,"Mar  1, 2005"
712,Accelops,Series_A,,,,7000000,"Oct  1, 2007"
713,Placed,Series_A,,,,3400000,"Mar 15, 2012"
714,HealthTap,Series_A,,,,11500000,"Dec  6, 2011"
715,Boost-Media,Series_A,,,,1350000,"Jan  1, 2012"
716,Olacabs,Series_A,,,,5000000,"Apr 10, 2012"
717,Netcordia,Series_A,,,,3000000,"Jun 28, 2005"
718,Swift-Biosciences,Series_A,,,,3000000,"Aug 19, 2010"
719,Omek-Interactive,Series_A,,,,3000000,"Jan  1, 2007"
720,Treehouse,Series_A,,,,4750000,"Apr 18, 2012"
721,Flurry,Series_A,,,,3500000,"Mar  8, 2007"
722,Indiegogo,Series_A,,,,15000000,"Jun  6, 2012"
723,MerchantCircle,Series_A,,,,4300000,"Jun  5, 2006"
724,SweetLabs,Series_A,,,,3500000,"Sep 28, 2008"
725,Raise,Series_A,,,,18100000,"Dec 11, 2013"
726,Sauce-Labs,Series_A,,,,6000000,"Jul 30, 2009"
727,CustomMade,Series_A,,,,2100000,"Nov 17, 2011"
728,PayNearMe,Series_A,,,,3000000,"May  1, 2009"
729,Peloton,Series_A,,,,3500000,"Dec  5, 2012"
730,Simple-Finance-Technology,Series_A,,,,2900000,"Sep  1, 2010"
731,Vapotherm,Series_A,,,,29000000,"Apr 25, 2013"
732,KoolSpan,Series_A,,,,1200000,"Feb 25, 2004"
733,Path,Series_A,,,,8650000,"Feb  1, 2011"
734,Captricity,Series_A,,,,2400000,"Apr  1, 2013"
735,Silverback-Learning-Solutions,Series_A,,,,721100,"Jan 10, 2012"
736,Axial,Series_A,,,,6500000,"May 17, 2012"
737,NetShelter-Technology-Media,Series_A,,,,11100000,"Dec 15, 2008"
738,DriverSide,Series_A,,,,3000000,"Jul  8, 2008"
739,PixSense,Series_A,,,,5400000,"Dec  1, 2006"
740,CoreTrace,Series_A,,,,8000000,"Nov  9, 2007"
741,Autogenomics,Series_A,,,,5000000,"Nov  1, 2001"
742,Extended-Care-Information-Network,Series_A,,,,3000000,"Jan  1, 1999"
743,LiveIntent,Series_A,,,,4600000,"Dec 31, 2009"
744,AppFog,Series_A,,,,1800000,"Jan  1, 2011"
745,MediaBrix,Series_A,,,,1500000,"May  5, 2011"
746,Leapset,Series_A,,,,6000000,"Jun  1, 2012"
747,Elevation-Pharmaceuticals,Series_A,,,,17000000,"Sep 26, 2011"
748,Phunware,Series_A,,,,1630000,"May  1, 2009"
749,Roundbox,Series_A,,,,8000000,"Sep  1, 2005"
750,IFTTT,Series_A,,,,7000000,"Dec 20, 2012"
751,Cloudnine-Hospitals,Series_A,,,,26000000,"Jun 11, 2013"
752,Noesis-Energy,Series_A,,,,6500000,"Nov  1, 2011"
753,Aratana-Therapeutics,Series_A,,,,20000000,"Jan  7, 2011"
754,Wickr,Series_A,,,,9000000,"Mar  3, 2014"
755,Pelago,Series_A,,,,7400000,"Nov  1, 2006"
756,StartWire,Series_A,,,,3300000,"Oct  4, 2011"
757,Klout,Series_A,,,,1500000,"Apr 28, 2010"
758,UpTake,Series_A,,,,4000000,"Dec 18, 2007"
759,Schooner-Information-Technology,Series_A,,,,15000000,"Oct  1, 2007"
760,Simply-Hired,Series_A,,,,3000000,"Aug  5, 2005"
761,RightCare-Solutions,Series_A,,,,1800000,"Oct 10, 2012"
762,Cap-That,Series_A,,,,200000,"Oct 11, 2010"
763,Ostrovok,Series_A,,,,13600000,"May  1, 2011"
764,Belly,Series_A,,,,2500000,"Jan  1, 2012"
765,Nuon-Therapeutics,Series_A,,,,5000000,"Jul 20, 2007"
766,PhishMe,Series_A,,,,2500000,"Jul 28, 2012"
767,Billeo,Series_A,,,,4000000,"Apr  1, 2006"
768,MyThings,Series_A,,,,8000000,"Apr  1, 2006"
769,Elonics,Series_A,,,,4000000,"Feb 13, 2008"
770,Eucalyptus-Systems,Series_A,,,,5500000,"Apr 29, 2009"
771,Good-Eggs,Series_A,,,,8500000,"Sep 18, 2013"
772,EquityLock,Series_A,,,,5700000,"Sep 15, 2011"
773,Exit41,Series_A,,,,6000000,"Apr  1, 2010"
774,iCapital-Network,Series_A,,,,4000000,"Jun 21, 2013"
775,Image-Metrics,Series_A,,,,4200000,"Jul  1, 2002"
776,Shoutlet,Series_A,,,,2000000,"Jan 19, 2009"
777,SS8-Networks,Series_A,,,,5000000,"Jul 28, 2006"
778,Guardant-Health,Series_A,,,,10000000,"Feb 11, 2014"
779,Integrate,Series_A,,,,4250000,"Dec 14, 2010"
780,Assistly,Series_A,,,,1700000,"Apr 15, 2010"
781,GameSkinny,Series_A,,,,300000,"Jan  1, 2006"
782,ZIRX,Series_A,,,,6400000,"Sep  5, 2014"
783,IGAWorks,Series_A,,,,2000000,"Jun  1, 2008"
784,ObjectLabs,Series_A,,,,3000000,"May  1, 2011"
785,Fate-Therapeutics,Series_A,,,,12000000,"Nov 29, 2007"
786,Cianna-Medical,Series_A,,,,9000000,"Feb 26, 2008"
787,6fusion,Series_A,,,,3000000,"Aug 23, 2010"
788,PowerReviews,Series_A,,,,6250000,"Dec  1, 2005"
789,Replay-Solutions,Series_A,,,,4200000,"Dec  5, 2006"
790,Datorama,Series_A,,,,3000000,"Aug  2, 2013"
791,Aquto,Series_A,,,,8000000,"Jan  1, 2012"
792,Credit-Karma,Series_A,,,,2500000,"Nov  4, 2009"
793,Group-Commerce,Series_A,,,,8000000,"Jun  1, 2010"
794,Damballa,Series_A,,,,2500000,"Aug 21, 2006"
795,InContext-Solutions,Series_A,,,,1100000,"Jun 14, 2010"
796,Fitbit,Series_A,,,,2000000,"Oct 10, 2008"
797,Kona-Medical,Series_A,,,,2600000,"Jul  1, 2010"
798,AirClic,Series_A,,,,15000000,"Mar 28, 2000"
799,CITTIO,Series_A,,,,3500000,"Mar  2, 2005"
800,Syapse,Series_A,,,,3000000,"Jan 22, 2013"
801,Vend,Series_A,,,,2000000,"May 25, 2012"
802,PsiKick,Series_A,,,,5250000,"Mar 31, 2014"
803,Zazzle,Series_A,,,,16000000,"Jul  1, 2005"
804,Zvents,Series_A,,,,7000000,"Nov  7, 2006"
805,Bungee-Labs,Series_A,,,,8400000,"Sep  2, 2005"
806,Rivertop-Renewables,Series_A,,,,660000,"Nov 11, 2008"
807,Symplified,Series_A,,,,6000000,"Jan  1, 2008"
808,Follica,Series_A,,,,5500000,"Apr  1, 2008"
809,Harmony-Information-Systems,Series_A,,,,7500000,"Dec 12, 2006"
810,Swrve,Series_A,,,,6300000,"Nov 12, 2012"
811,Inimex-Pharmaceuticals,Series_A,,,,4500000,"Jul  6, 2004"
812,Cabify,Series_A,,,,8000000,"Apr  1, 2014"
813,Prism-Skylabs,Series_A,,,,7500000,"Oct 16, 2012"
814,Nimsoft,Series_A,,,,10300000,"Jan 10, 2007"
815,Desktone,Series_A,,,,17000000,"Jul 30, 2007"
816,Gogobot,Series_A,,,,4000000,"Jun 14, 2010"
817,lmbang,Series_A,,,,1000000,"Aug  1, 2013"
818,Gridco-Systems,Series_A,,,,12000000,"Jul 11, 2011"
819,Kinvey,Series_A,,,,5000000,"Jul 11, 2012"
820,Euclid,Series_A,,,,5800000,"Nov  3, 2011"
821,Upstart,Series_A,,,,5900000,"Apr 22, 2013"
822,Context-Relevant,Series_A,,,,7000000,"Jul 16, 2013"
823,Giftango,Series_A,,,,1400000,"Oct  1, 2009"
824,maniaTV,Series_A,,,,4600000,"Oct  1, 2004"
825,Origami,Series_A,,,,5000000,"Apr 23, 2013"
826,Zoove,Series_A,,,,6800000,"Jun 20, 2006"
827,SmartSheet,Series_A,,,,2700000,"Jun  1, 2007"
828,Splashtop,Series_A,,,,10500000,"Aug  1, 2006"
829,Plain-Vanilla-Games,Series_A,,,,2400000,"Apr  9, 2013"
830,Crossing-Automation,Series_A,,,,6000000,"May  5, 2008"
831,Proclivity-Systems,Series_A,,,,700000,"Jan  1, 2007"
832,NebuAd,Series_A,,,,11150000,"Jul  1, 2007"
833,ThoughtSpot,Series_A,,,,10700000,"Jun 16, 2012"
834,Choose-Energy,Series_A,,,,4000000,"Mar 26, 2013"
835,OVGuide,Series_A,,,,5000000,"Feb 18, 2009"
836,FullContact,Series_A,,,,7000000,"Jul  9, 2012"
837,Wochit,Series_A,,,,4800000,"May 13, 2013"
838,Verdeeco,Series_A,,,,800000,"Jul 14, 2011"
839,LiveOps,Series_A,,,,1000000,"Jan  1, 2001"
840,Doxo,Series_A,,,,4750000,"Nov 12, 2009"
