,Company,Series,Total_Likes,Total_Retweets,Avg_Tweets,Series_Amount,Series_Date
4493,JackBe,Series_C,,,,9500000,"Oct 23, 2007"
4494,Lancope,Series_C,,,,12500000,"Apr 13, 2004"
4495,Yext,Series_C,,,,25000000,"Oct  1, 2009"
4496,SenSage,Series_C,,,,10000000,"Apr 18, 2005"
4497,Tradesy,Series_C,,,,30000000,"Jan 27, 2015"
4498,Skyrider,Series_C,,,,5000000,"Mar  5, 2008"
4499,Novinda,Series_C,,,,6000000,"Feb 13, 2012"
4500,Alfresco,Series_C,,,,9000000,"Jan 22, 2008"
4501,Ozmo-Devices,Series_C,,,,7500000,"Sep 13, 2009"
4502,Rapid7,Series_C,,,,50000000,"Nov 17, 2011"
4503,ShareThis,Series_C,,,,30000000,"Mar 26, 2013"
4504,Xeround,Series_C,,,,9300000,"Dec 14, 2011"
4505,Playphone,Series_C,,,,18750000,"May  1, 2007"
4506,Black-Sand-Technologies,Series_C,,,,10000000,"Feb 14, 2012"
4507,EcoMotors,Series_C,,,,32500000,"Jul 10, 2012"
4508,Inlet-Technologies,Series_C,,,,10000000,"Sep  8, 2008"
4509,Appcelerator,Series_C,,,,15000000,"Nov  1, 2011"
4510,Neuroptix,Series_C,,,,4600000,"Jan  7, 2011"
4511,Gigaom,Series_C,,,,4500000,"Oct  6, 2008"
4512,HighRoads,Series_C,,,,9000000,"Jun 25, 2007"
4513,Nimble-Storage,Series_C,,,,16000000,"Dec  8, 2010"
4514,Respiratory-Motion,Series_C,,,,2700000,"Mar  1, 2015"
4515,Breathe-Technologies,Series_C,,,,23000000,"May 20, 2010"
4516,Vizury-Interactive-Solutions,Series_C,,,,16000000,"Jun 12, 2014"
4517,Descomplica,Series_C,,,,7000000,"Jun 12, 2015"
4518,Plastic-Jungle,Series_C,,,,10000000,"Nov 18, 2010"
4519,CircuLite,Series_C,,,,32500000,"Jan  5, 2010"
4520,Tarari,Series_C,,,,14000000,"Feb  1, 2006"
4521,Kolorific,Series_C,,,,7000000,"Jan  5, 2007"
4522,Affinnova,Series_C,,,,4500000,"Aug 17, 2004"
4523,Cenzic,Series_C,,,,15000000,"Jul 11, 2005"
4524,Silver-Creek-Systems,Series_C,,,,6000000,"Aug  1, 2005"
4525,General-Assembly,Series_C,,,,25000000,"Sep 23, 2013"
4526,Ceregene,Series_C,,,,28000000,"Jun 22, 2007"
4527,Bridgevine,Series_C,,,,3500000,"Jun  3, 2009"
4528,Geni,Series_C,,,,5000000,"Jan 19, 2009"
4529,Beyond-the-Rack,Series_C,,,,25000000,"Nov 26, 2013"
4530,Swipely,Series_C,,,,20000000,"May 29, 2014"
4531,Intervolve,Series_C,,,,2000000,"Apr 25, 2006"
4532,Dynamic-Signal,Series_C,,,,12000000,"Aug 25, 2014"
4533,Accedian-Networks,Series_C,,,,19500000,"Aug  4, 2010"
4534,CebaTech,Series_C,,,,4000000,"Jul 21, 2006"
4535,Roving-Planet,Series_C,,,,6000000,"Jan 11, 2005"
4536,Crisp-Media,Series_C,,,,6000000,"Apr 28, 2011"
4537,Cobalt-Technologies,Series_C,,,,25000000,"Oct 20, 2008"
4538,Boxee,Series_C,,,,16500000,"Mar  1, 2011"
4539,Sermo,Series_C,,,,25000000,"Sep  1, 2007"
4540,Prudent-Energy,Series_C,,,,22000000,"Mar  2, 2010"
4541,TeachScape,Series_C,,,,16000000,"Aug 13, 2009"
4542,Cloud-Sherpas,Series_C,,,,40000000,"Dec 20, 2012"
4543,Experience-Project,Series_C,,,,1700000,"Jan  1, 2011"
4544,BranchOut,Series_C,,,,25000000,"Apr 19, 2012"
4545,AdReady,Series_C,,,,5300000,"Apr 30, 2010"
4546,DataSift,Series_C,,,,42000000,"Dec  3, 2013"
4547,Monitor110,Series_C,,,,11000000,"Nov  1, 2006"
4548,Atlantis-Computing,Series_C,,,,10000000,"Aug 25, 2010"
4549,Loggly,Series_C,,,,15000000,"Oct 14, 2014"
4550,Right-Hemisphere,Series_C,,,,10000000,"Apr  8, 2009"
4551,SignalDemand,Series_C,,,,10000000,"Jul 29, 2007"
4552,Living-Proof,Series_C,,,,30000000,"Feb 21, 2013"
4553,Arxan-Technologies,Series_C,,,,13000000,"Mar  5, 2007"
4554,myhomemove,Series_C,,,,2100000,"Mar 22, 2010"
4555,Zeugma-Systems,Series_C,,,,9000000,"Mar 17, 2009"
4556,Innotas,Series_C,,,,6000000,"Jun  9, 2008"
4557,Blue-Apron,Series_C,,,,50000000,"Apr 25, 2014"
4558,MeetMoi,Series_C,,,,2600000,"Sep  1, 2009"
4559,ConnectEdu,Series_C,,,,8200000,"Jul 13, 2009"
4560,Intelliworks,Series_C,,,,4000000,"Apr  7, 2008"
4561,Picsel-Technologies,Series_C,,,,46500000,"Feb 12, 2007"
4562,Innovative-Pulmonary-Solutions,Series_C,,,,10000000,"Feb 11, 2013"
4563,GreenRoad-Technologies,Series_C,,,,17500000,"Jul 21, 2008"
4564,Spectrasensors,Series_C,,,,14000000,"Jul 10, 2007"
4565,SpaceClaim,Series_C,,,,7000000,"Mar 31, 2009"
4566,Scalent-Systems,Series_C,,,,15000000,"Jan 22, 2007"
4567,Riot-Games,Series_C,,,,8000000,"Sep  9, 2009"
4568,The-American-Academy,Series_C,,,,6000000,"Jul 25, 2012"
4569,Polyera,Series_C,,,,24500000,"Apr  5, 2012"
4570,Posit-Science,Series_C,,,,5600000,"Apr 27, 2009"
4571,Regenesis-Biomedical,Series_C,,,,5300000,"Jun  6, 2011"
4572,Quorum-Systems,Series_C,,,,15000000,"Oct 25, 2006"
4573,VitaPath-Genetics,Series_C,,,,5000000,"Aug  6, 2012"
4574,Carbon-Design-Systems,Series_C,,,,5350000,"Sep 20, 2005"
4575,Nexaweb-Technologies,Series_C,,,,303800,"Aug 21, 2012"
4576,EnterpriseDB,Series_C,,,,16000000,"Mar 25, 2008"
4577,Saladax-Biomedical,Series_C,,,,8400000,"Mar 30, 2010"
4578,RideCharge,Series_C,,,,2100000,"Aug 19, 2014"
4579,ReverbNation,Series_C,,,,3600000,"Jun 12, 2012"
4580,RingCentral,Series_C,,,,10000000,"Oct 27, 2010"
4581,Synerchip,Series_C,,,,10500000,"Apr 20, 2010"
4582,Duolingo,Series_C,,,,20000000,"Feb 18, 2014"
4583,Visible-World,Series_C,,,,25000000,"Apr 14, 2008"
4584,Archimedes-Pharma,Series_C,,,,99000000,"Apr  5, 2010"
4585,Tela-Innovations,Series_C,,,,5500000,"Dec 15, 2008"
4586,Quickoffice,Series_C,,,,3000000,"May 23, 2008"
4587,Remind,Series_C,,,,40000000,"Sep 30, 2014"
4588,Semantra,Series_C,,,,3000000,"Jul 22, 2008"
4589,WellGen,Series_C,,,,9500000,"Oct 29, 2007"
4590,Socrata,Series_C,,,,30000000,"Nov 30, 2014"
4591,Apprenda,Series_C,,,,16000000,"Nov 20, 2013"
4592,CrowdFlower,Series_C,,,,12500000,"Sep 17, 2014"
4593,Edmodo,Series_C,,,,25000000,"Jul 19, 2012"
4594,Oodle,Series_C,,,,5600000,"Feb 10, 2009"
4595,Virtual-Instruments,Series_C,,,,21900000,"Oct 27, 2010"
4596,TrueDemand-Software,Series_C,,,,2700000,"Feb 27, 2008"
4597,BountyJobs,Series_C,,,,4800000,"Apr 26, 2011"
4598,Catchpoint-Systems,Series_C,,,,16000000,"Jul 29, 2015"
4599,Tobii-Technology,Series_C,,,,21000000,"Mar 15, 2012"
4600,The-Feedroom,Series_C,,,,5000000,"Sep 15, 2002"
4601,Orbotix,Series_C,,,,5000000,"May 25, 2012"
4602,Viewfinity,Series_C,,,,8500000,"Sep  4, 2012"
4603,RingRevenue,Series_C,,,,20000000,"Jan 13, 2014"
4604,CrossLoop,Series_C,,,,1500000,"Jan  6, 2011"
4605,SoftSwitching-Technologies,Series_C,,,,17000000,"Mar 20, 2002"
4606,Recommind,Series_C,,,,15000000,"Sep 17, 2013"
4607,BandPage,Series_C,,,,9250000,"Mar 30, 2014"
4608,Crossbow-Technologies,Series_C,,,,12000000,"Jun  8, 2005"
4609,Strava,Series_C,,,,7250000,"Mar  7, 2013"
4610,natera,Series_C,,,,12000000,"Nov  1, 2010"
4611,Xamarin,Series_C,,,,54000000,"Aug 21, 2014"
4612,Nok-Nok-Labs,Series_C,,,,16250000,"Aug 25, 2015"
4613,Moda-Operandi,Series_C,,,,36000000,"Jun  9, 2012"
4614,ContextWeb,Series_C,,,,15500000,"Sep 25, 2006"
4615,Business-Insider,Series_C,,,,2700000,"May 21, 2009"
4616,AdRoll,Series_C,,,,70000000,"Apr 18, 2014"
4617,Involver,Series_C,,,,8000000,"Oct 14, 2010"
4618,Baifendian,Series_C,,,,25000000,"Jul 28, 2014"
4619,AqueSys,Series_C,,,,35000000,"Jun  2, 2010"
4620,LevelUp,Series_C,,,,12000000,"Jun  7, 2012"
4621,Affectiva,Series_C,,,,12000000,"Aug  7, 2012"
4622,Act-On-Software,Series_C,,,,10000000,"Jun  1, 2011"
4623,InteKrin,Series_C,,,,18500000,"Aug  4, 2008"
4624,Oversi,Series_C,,,,4900000,"Oct 19, 2010"
4625,CoMentis,Series_C,,,,12000000,"Dec  3, 2007"
4626,Lakewood-Amedex,Series_C,,,,5500000,"Jun 18, 2014"
4627,Guardium,Series_C,,,,5500000,"Aug 12, 2005"
4628,Aylus-Networks,Series_C,,,,5700000,"Oct 28, 2009"
4629,SurgiQuest,Series_C,,,,19000000,"Jul  8, 2011"
4630,Centrify,Series_C,,,,15000000,"Apr 18, 2007"
4631,BVI-Networks,Series_C,,,,15000000,"Apr 30, 2013"
4632,Rethink-Robotics,Series_C,,,,30000000,"Jun 19, 2012"
4633,WebLayers,Series_C,,,,7000000,"Jul 16, 2007"
4634,MokaFive,Series_C,,,,21000000,"Apr  2, 2010"
4635,Glympse,Series_C,,,,12000000,"Jun 13, 2014"
4636,TeleCIS-Wireless,Series_C,,,,10000000,"Jan  1, 2006"
4637,HelloFresh,Series_C,,,,7500000,"Sep 30, 2013"
4638,World-Golf-Tour,Series_C,,,,10000000,"Mar 17, 2010"
4639,InvenSense,Series_C,,,,19000000,"Apr 28, 2008"
4640,Anulex,Series_C,,,,20000000,"Jul 25, 2006"
4641,Tacit-Networks,Series_C,,,,12000000,"May  5, 2005"
4642,Loopt,Series_C,,,,15000000,"May  3, 2010"
4643,Snowball-Finance,Series_C,,,,40000000,"Sep 12, 2014"
4644,Plexxi,Series_C,,,,20100000,"Jun 29, 2012"
4645,Dachis-Group,Series_C,,,,7500000,"Mar 20, 2013"
4646,EndPlay,Series_C,,,,21500000,"Apr 13, 2012"
4647,Inform-Technologies,Series_C,,,,15000000,"Jan 24, 2008"
4648,eXelate,Series_C,,,,12000000,"Sep 24, 2012"
4649,Skyhigh-Networks,Series_C,,,,40000000,"Jun 23, 2014"
4650,Thismoment,Series_C,,,,22000000,"Jun 13, 2012"
4651,BridgeWave-Communications,Series_C,,,,7800000,"Jul 30, 2007"
4652,Fancy,Series_C,,,,26400000,"Oct 29, 2012"
4653,Tervela,Series_C,,,,20000000,"Jan 14, 2008"
4654,Nasuni,Series_C,,,,20000000,"Oct 30, 2012"
4655,TensorComm,Series_C,,,,7000000,"May 31, 2005"
4656,Coupa-Software,Series_C,,,,7500000,"Sep  1, 2009"
4657,Balihoo,Series_C,,,,7000000,"Aug 25, 2009"
4658,Allylix,Series_C,,,,9000000,"Jan 28, 2010"
4659,ClariPhy-Communications,Series_C,,,,24000000,"May 26, 2010"
4660,Artsy,Series_C,,,,25000000,"Mar 26, 2015"
4661,Superprotonic,Series_C,,,,8000000,"Jan  8, 2009"
4662,Adesto-Technologies,Series_C,,,,17400000,"Jul 29, 2011"
4663,QD-Vision,Series_C,,,,10000000,"Dec 16, 2009"
4664,Freemonee,Series_C,,,,11000000,"Jan 28, 2013"
4665,Meetup,Series_C,,,,4500000,"Mar  9, 2006"
4666,Kontera,Series_C,,,,15500000,"Jul 23, 2009"
4667,Visier,Series_C,,,,25500000,"Jun 10, 2014"
4668,Navic-Networks,Series_C,,,,20000000,"Feb 26, 2001"
4669,Cooliris,Series_C,,,,9600000,"Feb 14, 2011"
4670,EoPlex-Technologies,Series_C,,,,8000000,"Feb  9, 2007"
4671,Unidesk,Series_C,,,,9000000,"May 17, 2012"
4672,Cyphort,Series_C,,,,30000000,"Jun  1, 2015"
4673,FlowCardia,Series_C,,,,30000000,"Aug 30, 2007"
4674,Platform-Solutions,Series_C,,,,37000000,"Nov 27, 2007"
4675,NextDocs,Series_C,,,,13500000,"Sep 11, 2013"
4676,Micron-Technology,Series_C,,,,16000000,"Sep  1, 2013"
4677,Schoology,Series_C,,,,15000000,"Jun 24, 2014"
4678,Fangtek,Series_C,,,,12000000,"Jun  8, 2006"
4679,Mintigo,Series_C,,,,10000000,"Oct 17, 2013"
4680,Contour-Energy-Systems,Series_C,,,,20000000,"Oct  6, 2011"
4681,Rebit,Series_C,,,,1000000,"Jan 22, 2010"
4682,Credit-Sesame,Series_C,,,,12000000,"Jun 11, 2012"
4683,ItzCash-Card,Series_C,,,,15000000,"Sep  2, 2014"
4684,Palamida,Series_C,,,,5500000,"May 27, 2008"
4685,Cadec-Global,Series_C,,,,4000000,"Apr  2, 2009"
4686,Agios-Pharmaceuticals,Series_C,,,,78000000,"Nov 17, 2011"
4687,Mobileum,Series_C,,,,14000000,"Oct 15, 2005"
4688,ForgeRock,Series_C,,,,30000000,"Jun 19, 2014"
4689,BridgePoint-Medical,Series_C,,,,9100000,"Mar 25, 2011"
4690,Nangate,Series_C,,,,10000000,"Jun 10, 2008"
4691,AgInfoLink,Series_C,,,,5200000,"Mar 22, 2011"
4692,Virtual-Iron-Software,Series_C,,,,11500000,"Sep 26, 2005"
4693,Realtime-Worlds,Series_C,,,,50000000,"Mar  1, 2008"
4694,NetSpend,Series_C,,,,5300000,"Jan 22, 2002"
4695,Montage-Talent,Series_C,,,,6000000,"Jun  5, 2014"
4696,OnRequest-Images,Series_C,,,,17000000,"Apr 11, 2007"
4697,Polyvore,Series_C,,,,14000000,"Jan 23, 2012"
4698,MyOptique-Group,Series_C,,,,27200000,"Jun 23, 2014"
4699,Lattice-Engines,Series_C,,,,20000000,"Nov 26, 2012"
4700,99Bill,Series_C,,,,27000000,"Dec 19, 2012"
4701,Altobeam,Series_C,,,,6000000,"Dec 12, 2010"
4702,Brightedge,Series_C,,,,12600000,"Mar 15, 2012"
4703,CHiL-Semiconductor,Series_C,,,,16700000,"May  7, 2008"
4704,Tastemade,Series_C,,,,25000000,"Jun 26, 2014"
4705,Argyle-Data,Series_C,,,,5500000,"Jan 11, 2013"
4706,Revivio,Series_C,,,,25000000,"Jan 18, 2005"
4707,Alphion,Series_C,,,,12100000,"Sep  1, 2005"
4708,Invoca,Series_C,,,,20000000,"Jan 13, 2014"
4709,ProtonMedia,Series_C,,,,1000000,"Oct 11, 2012"
4710,eMeter,Series_C,,,,32000000,"Jul 22, 2009"
4711,Soliant-Energy,Series_C,,,,18000000,"Jun 10, 2008"
4712,App-Annie,Series_C,,,,15000000,"Sep 16, 2013"
4713,GreatCall,Series_C,,,,38000000,"Jun 24, 2008"
4714,Quantcast,Series_C,,,,27500000,"Jan  4, 2010"
4715,Live-Gamer,Series_C,,,,6800000,"Jul  1, 2013"
4716,Luxul,Series_C,,,,600000,"Oct 25, 2006"
4717,Medeanalytics,Series_C,,,,50000000,"Jul 29, 2008"
4718,WhoSay,Series_C,,,,12000000,"Jul 24, 2012"
4719,Lonestar-Heart,Series_C,,,,2400000,"Nov 18, 2013"
4720,Aicent,Series_C,,,,14300000,"Mar 14, 2007"
4721,Trendyol,Series_C,,,,25000000,"Jul 22, 2011"
4722,Mixercast,Series_C,,,,4099999,"Apr 17, 2009"
4723,Three-Stage-Media,Series_C,,,,15000000,"Nov 27, 2007"
4724,ParAccel,Series_C,,,,22000000,"Jun 30, 2009"
4725,EverythingMe,Series_C,,,,25000000,"Nov 28, 2012"
4726,WatchDox,Series_C,,,,9000000,"Mar  1, 2012"
4727,Athenix,Series_C,,,,13000000,"Jan  6, 2006"
4728,TxVia,Series_C,,,,15500000,"Jul 23, 2009"
4729,FireHost,Series_C,,,,10000000,"Sep 18, 2012"
4730,ResearchGate,Series_C,,,,35000000,"Jun  4, 2013"
4731,CeNeRx-BioPharma,Series_C,,,,13000000,"Aug 13, 2010"
4732,Irise,Series_C,,,,20000000,"Mar  1, 2008"
4733,Archivas,Series_C,,,,12000000,"Feb 27, 2006"
4734,Simraceway-Online-Racing-World,Series_C,,,,5000000,"Feb  7, 2012"
4735,Pivot-Medical,Series_C,,,,32000000,"Nov  8, 2011"
4736,Realmatch,Series_C,,,,7000000,"Jul 22, 2013"
4737,Akimbo,Series_C,,,,15500000,"Jun  1, 2006"
4738,V-Enable,Series_C,,,,6000000,"Feb 28, 2006"
4739,C2FO,Series_C,,,,18000000,"Jul 23, 2013"
4740,Firefly-Energy,Series_C,,,,15000000,"Jun 10, 2008"
4741,Enclarity,Series_C,,,,5500000,"Mar 10, 2009"
4742,Welltok,Series_C,,,,22000000,"Feb 11, 2014"
4743,Luminary-Micro,Series_C,,,,25000000,"Aug 23, 2007"
4744,Sennari,Series_C,,,,10000000,"Sep  6, 2006"
4745,Arteris,Series_C,,,,7500000,"May 23, 2008"
4746,Solido-Design-Automation,Series_C,,,,2000000,"Oct  1, 2011"
4747,Weebly,Series_C,,,,35000000,"Apr 22, 2014"
4748,Calient-Technologies,Series_C,,,,5000000,"Apr 17, 2009"
4749,Vindicia,Series_C,,,,5600000,"Mar 31, 2008"
4750,Gene-Security-Network,Series_C,,,,12000000,"Nov  1, 2010"
4751,TIP-Solutions,Series_C,,,,1250000,"Jan  1, 2014"
4752,FleetMatics,Series_C,,,,68000000,"Dec  6, 2010"
4753,Amalfi-Semiconductor,Series_C,,,,24000000,"Aug 11, 2009"
4754,Agile-Therapeutics,Series_C,,,,40000000,"Jul 19, 2012"
4755,AlterPoint,Series_C,,,,12000000,"Jan 17, 2005"
4756,Espresso-Capital,Series_C,,,,18000000,"Dec 19, 2012"
4757,OpTier,Series_C,,,,9500000,"Aug 10, 2005"
4758,Autonomic-Technologies,Series_C,,,,32000000,"Oct 11, 2011"
4759,Rent-the-Runway,Series_C,,,,24400000,"Mar 20, 2013"
4760,ProStor-Systems,Series_C,,,,5500000,"Jul 12, 2010"
4761,Engine-Yard,Series_C,,,,19000000,"Oct  7, 2009"
4762,Sonoma-Orthopedics,Series_C,,,,12000000,"Apr  6, 2009"
4763,Acceleron-Pharma,Series_C,,,,31000000,"Oct  1, 2007"
4764,Innovectra,Series_C,,,,1800000,"Aug 30, 2007"
4765,Multigig,Series_C,,,,10000000,"Dec 22, 2010"
4766,Pubmatic,Series_C,,,,7500000,"Apr 15, 2010"
4767,little-pim,Series_C,,,,2000000,"Feb  5, 2013"
4768,Adeze,Series_C,,,,2500000,"Apr 10, 2008"
4769,Aereo,Series_C,,,,34000000,"Jan  7, 2014"
4770,AlienVault,Series_C,,,,22400000,"Jul  9, 2012"
4771,VPIsystems,Series_C,,,,9000000,"Mar  1, 2005"
4772,foodpanda,Series_C,,,,20000000,"Feb  4, 2014"
4773,BitWave,Series_C,,,,1300000,"Nov  5, 2009"
4774,Fulcrum-Microsystems,Series_C,,,,20000000,"May  9, 2005"
4775,Percolate,Series_C,,,,40000000,"May 14, 2015"
4776,Namshi,Series_C,,,,13000000,"May 13, 2013"
4777,Milk-Mantra-Diary,Series_C,,,,13100000,"Jun 30, 2014"
4778,Riskclick,Series_C,,,,8199999,"May 23, 2005"
4779,Appnomic-Systems,Series_C,,,,5000000,"Sep 17, 2012"
4780,Airgain,Series_C,,,,1900000,"Jun 22, 2009"
4781,Cheetah-Medical,Series_C,,,,28849535,"Feb 24, 2014"
4782,Likewise-Software,Series_C,,,,10000000,"Apr 30, 2009"
4783,Load-DynamiX,Series_C,,,,12000000,"May 21, 2014"
4784,iZettle,Series_C,,,,55300000,"May  9, 2014"
4785,SensAble-Technologies,Series_C,,,,23000000,"Jul  1, 2000"
4786,Qcept-Technologies,Series_C,,,,9500000,"Mar  3, 2008"
4787,TransferWise,Series_C,,,,58000000,"Jan 26, 2015"
4788,Rhythm-NewMedia,Series_C,,,,10000000,"Nov 10, 2010"
4789,Endocyte,Series_C,,,,26000000,"Jan 19, 2010"
4790,Tendyne-Holdings,Series_C,,,,25000000,"Apr  9, 2014"
4791,Neato-Robotics,Series_C,,,,13900000,"Sep  2, 2010"
4792,Uplogix,Series_C,,,,10000000,"Apr 22, 2008"
4793,Phononic-Devices,Series_C,,,,21000000,"Dec 12, 2013"
4794,Socialtext,Series_C,,,,9500000,"Nov  1, 2007"
4795,Enkata-Technologies,Series_C,,,,4400000,"Oct  3, 2011"
4796,Protiva-Biotherapeutics,Series_C,,,,5000000,"Jul 13, 2006"
4797,Redwood-Systems,Series_C,,,,11800000,"May 30, 2012"
4798,Newport-Media,Series_C,,,,30000000,"Nov 20, 2006"
4799,LP-Amina,Series_C,,,,15000000,"Aug  6, 2013"
4800,Pickspal,Series_C,,,,3000000,"Oct  1, 2007"
4801,Hammerhead-Systems,Series_C,,,,30000000,"Jan 31, 2006"
4802,Iconic-Therapeutics,Series_C,,,,2500000,"Jan 17, 2009"
4803,JibJab,Series_C,,,,7500000,"Jan  7, 2009"
4804,Tideway,Series_C,,,,27000000,"Apr  8, 2008"
4805,Visage-Mobile,Series_C,,,,22800000,"Jan 11, 2005"
4806,Huddle,Series_C,,,,24000000,"May 24, 2012"
4807,Vuclip,Series_C,,,,8000000,"May 19, 2011"
4808,Thumbplay,Series_C,,,,15000000,"Oct 30, 2006"
4809,BPL-Global,Series_C,,,,26000000,"Feb 15, 2007"
4810,Permabit-Technology,Series_C,,,,12000000,"Aug 30, 2005"
4811,Netpulse,Series_C,,,,15600000,"Aug 15, 2012"
4812,Sailpoint-Technologies,Series_C,,,,6500000,"Aug 28, 2008"
4813,GlobeRanger,Series_C,,,,8300000,"Mar 12, 2009"
4814,Sofatutor,Series_C,,,,4600000,"Aug 26, 2014"
4815,Spring-Wireless,Series_C,,,,66000000,"Aug  1, 2008"
4816,TuneUp,Series_C,,,,4300000,"Sep 15, 2010"
4817,SentreHEART,Series_C,,,,26000000,"Jun  4, 2012"
4818,OvaScience,Series_C,,,,4000000,"Aug  7, 2012"
4819,Moblyng,Series_C,,,,2650000,"Apr 27, 2010"
4820,Camiant,Series_C,,,,8100000,"Jan 11, 2007"
4821,Limerick-Biopharma,Series_C,,,,15000000,"Jul 15, 2009"
4822,BayRu,Series_C,,,,4000000,"Jul 10, 2013"
4823,Verivo-Software,Series_C,,,,17000000,"Jan 15, 2012"
4824,2C2P,Series_C,,,,7000000,"Apr 27, 2015"
4825,WiSpry,Series_C,,,,10000000,"Jun  2, 2009"
4826,Thinkvine,Series_C,,,,8000000,"Jan 10, 2012"
4827,InnerWireless,Series_C,,,,15000000,"Apr 26, 2005"
4828,AgilOne,Series_C,,,,25000000,"Apr 15, 2014"
4829,Phenomix,Series_C,,,,55000000,"Mar  8, 2007"
4830,SendMe,Series_C,,,,15000000,"Mar 18, 2008"
4831,2tor,Series_C,,,,32500000,"Mar 10, 2011"
4832,Attune-Foods,Series_C,,,,5000000,"Dec 21, 2009"
4833,nlyte-Software,Series_C,,,,12000000,"Nov 21, 2010"
4834,Siterra,Series_C,,,,7000000,"Oct 25, 2005"
4835,VoiceObjects,Series_C,,,,10800000,"Jul 18, 2006"
4836,Fourier-Education,Series_C,,,,3500000,"Mar 18, 2008"
4837,NeoPath-Networks,Series_C,,,,11000000,"May 22, 2006"
4838,Overture-Technologies,Series_C,,,,6000000,"Dec 18, 2008"
4839,Verdiem,Series_C,,,,2000000,"Aug 22, 2005"
4840,Qlusters,Series_C,,,,10360000,"Aug  8, 2007"
4841,Boost-Media,Series_C,,,,19000000,"Nov 18, 2014"
4842,Olacabs,Series_C,,,,41500000,"Jul  9, 2014"
4843,Omek-Interactive,Series_C,,,,7000000,"Jul 12, 2011"
4844,Flurry,Series_C,,,,15000000,"Dec  8, 2010"
4845,Room-77,Series_C,,,,30300000,"Jan  3, 2013"
4846,SweetLabs,Series_C,,,,13000000,"Sep 29, 2011"
4847,SSN-Logistics,Series_C,,,,35000000,"Sep  8, 2014"
4848,Sauce-Labs,Series_C,,,,5000000,"Feb  1, 2014"
4849,CustomMade,Series_C,,,,18000000,"Jun 11, 2013"
4850,Peloton,Series_C,,,,30000000,"Apr 16, 2015"
4851,KoolSpan,Series_C,,,,7100000,"May 13, 2008"
4852,VoloMedia,Series_C,,,,3500000,"Mar 18, 2008"
4853,Path,Series_C,,,,25000000,"Jan 10, 2014"
4854,DATAllegro,Series_C,,,,22500000,"Sep 20, 2006"
4855,Intermolecular,Series_C,,,,27620000,"Sep 20, 2006"
4856,Kontiki,Series_C,,,,5100000,"Feb 29, 2012"
4857,Obalon-Therapeutics,Series_C,,,,16500000,"Jul 18, 2012"
4858,DriverSide,Series_C,,,,2300000,"Aug 25, 2010"
4859,Mirage-Networks,Series_C,,,,12000000,"Nov 18, 2005"
4860,Autogenomics,Series_C,,,,12000000,"Mar 28, 2007"
4861,Extended-Care-Information-Network,Series_C,,,,3000000,"Jan  1, 2002"
4862,Bluespec,Series_C,,,,4300000,"Oct 31, 2007"
4863,LiveIntent,Series_C,,,,20000000,"Jan 15, 2014"
4864,Voxer,Series_C,,,,30000000,"Feb 11, 2012"
4865,Phunware,Series_C,,,,6000000,"May  1, 2011"
4866,Britestream-Networks,Series_C,,,,10000000,"Oct 18, 2005"
4867,BigDoor,Series_C,,,,5000000,"Apr  3, 2012"
4868,Roundbox,Series_C,,,,20000000,"Dec 15, 2008"
4869,Noesis-Energy,Series_C,,,,30000000,"Mar 25, 2014"
4870,Aratana-Therapeutics,Series_C,,,,12000000,"Jan 31, 2013"
4871,DepotPoint,Series_C,,,,7000000,"Jul  7, 2008"
4872,Gamervision,Series_C,,,,1500000,"Oct 13, 2010"
4873,Eloqua,Series_C,,,,23000000,"Oct  1, 2007"
4874,Klout,Series_C,,,,30000000,"Jan  1, 2012"
4875,Simply-Hired,Series_C,,,,4600000,"Aug  1, 2009"
4876,Ostrovok,Series_C,,,,12000000,"Jun 18, 2014"
4877,QuickPlay-Media,Series_C,,,,15000000,"Sep 20, 2007"
4878,MyThings,Series_C,,,,6000000,"Nov 23, 2010"
4879,Eucalyptus-Systems,Series_C,,,,30000000,"Apr 18, 2012"
4880,Exit41,Series_C,,,,8800000,"Dec 30, 2008"
4881,Triplay,Series_C,,,,5000000,"Aug 22, 2012"
4882,Shoutlet,Series_C,,,,15000000,"Jun  1, 2012"
4883,Integral-Ad-Science,Series_C,,,,10000000,"Apr 18, 2012"
4884,Tira-Wireless,Series_C,,,,13000000,"Mar 15, 2006"
4885,PhotoThera,Series_C,,,,30500000,"Apr 21, 2006"
4886,Restoration-Robotics,Series_C,,,,41000000,"Aug  3, 2011"
4887,VanDyne-SuperTurbo,Series_C,,,,15000000,"Apr 14, 2014"
4888,SecureAuth,Series_C,,,,3000000,"Jun  1, 2010"
4889,Bluesocket,Series_C,,,,9000000,"Feb 24, 2006"
4890,InfaCare-Pharmaceutical,Series_C,,,,3600000,"Mar 20, 2013"
4891,Clustrix,Series_C,,,,16500000,"May  6, 2013"
4892,Virent-Energy-Systems,Series_C,,,,46400000,"Jun  8, 2010"
4893,MIOX,Series_C,,,,19000000,"Aug 27, 2008"
4894,Narrative-Science,Series_C,,,,11500000,"Sep 10, 2013"
4895,Rivermine-Software,Series_C,,,,8700000,"Jun 25, 2007"
4896,DHgate,Series_C,,,,2000000,"Mar 24, 2010"
4897,Pervasis-Therapeutics,Series_C,,,,17400000,"Aug 31, 2009"
4898,Xkoto,Series_C,,,,3000000,"Jan 26, 2009"
